[842, 595]
[folio, [242.0, 127.0, 126.0, 18.0], qElltJMt2q, 6513588]
[paragraph, [144.0, 162.0, 328.0, 18.0], shoonya_0sJJL8T4GIQC0Y, 6513588]
[paragraph, [144.0, 180.0, 328.0, 18.0], shoonya_0sJJL8T4GIQC0Y, 6513588]
[paragraph, [144.0, 210.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 228.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 246.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 264.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 282.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 300.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 318.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 336.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 354.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 372.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 390.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 408.0, 326.0, 18.0], n5luI0UDZ3, 6513588]
[paragraph, [144.0, 429.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 447.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 465.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 483.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 501.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 519.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 537.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 555.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 573.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 591.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 609.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 627.0, 327.0, 18.0], VRptqvfbxm, 6513588]
[paragraph, [144.0, 645.0, 327.0, 18.0], VRptqvfbxm, 6513588]
