[1034, 680]
[folio, [218.0, 59.0, 262.0, 18.0], eL3ommQSfG, 5739876]
[folio, [218.0, 77.0, 262.0, 18.0], eL3ommQSfG, 5739876]
[paragraph, [63.0, 121.0, 550.0, 18.0], shoonya_1s2ORRFPKU7Z7V, 5739876]
[paragraph, [63.0, 139.0, 550.0, 18.0], shoonya_1s2ORRFPKU7Z7V, 5739876]
[paragraph, [63.0, 157.0, 550.0, 18.0], shoonya_1s2ORRFPKU7Z7V, 5739876]
[paragraph, [63.0, 175.0, 550.0, 18.0], shoonya_1s2ORRFPKU7Z7V, 5739876]
[paragraph, [63.0, 193.0, 550.0, 18.0], shoonya_1s2ORRFPKU7Z7V, 5739876]
[paragraph, [63.0, 211.0, 550.0, 18.0], shoonya_1s2ORRFPKU7Z7V, 5739876]
[paragraph, [62.0, 273.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 291.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 309.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 327.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 345.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 363.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 381.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 399.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 417.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 435.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 453.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 471.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 489.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 507.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 525.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 543.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 561.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 579.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 597.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 615.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 633.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 651.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 669.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 687.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 705.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 723.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 741.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 759.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 777.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 795.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 813.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 831.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 849.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 867.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 885.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 903.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 921.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 939.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 957.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
[paragraph, [62.0, 975.0, 572.0, 18.0], 5Fdn1P5YSV, 5739876]
