[1600, 2134]
[section-title, [853.0, 440.0, 674.0, 49.5], y4QwiWtBJT, 5719312]
[section-title, [853.0, 489.5, 674.0, 49.5], y4QwiWtBJT, 5719312]
[section-title, [853.0, 539.0, 674.0, 49.5], y4QwiWtBJT, 5719312]
[paragraph, [85.0, 466.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 502.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 538.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 574.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 610.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 646.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 682.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 718.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 754.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 790.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[paragraph, [85.0, 826.0, 520.0, 36.0], BzMqEFh9dP, 5719312]
[placeholder-text, [647.0, 816.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 834.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 852.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 870.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 888.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 906.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 924.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 942.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 960.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 978.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 996.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1014.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1032.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1050.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1068.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1086.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1104.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1122.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1140.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1158.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1176.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1194.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1212.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1230.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1248.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1266.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1284.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[placeholder-text, [647.0, 1302.0, 899.0, 18.0], shoonya_6sRAFNKUSX2RUA, 5719312]
[paragraph, [104.0, 898.0, 474.0, 36.0], 9e2hxTkok6, 5719312]
