[2339, 1656]
[paragraph, [159.0, 77.0, 711.0, 36.0], shoonya_1sQCJ7Z3OBAWTV, 5749367]
[paragraph, [159.0, 113.0, 711.0, 36.0], shoonya_1sQCJ7Z3OBAWTV, 5749367]
[paragraph, [159.0, 149.0, 711.0, 36.0], shoonya_1sQCJ7Z3OBAWTV, 5749367]
[paragraph, [159.0, 185.0, 711.0, 36.0], shoonya_1sQCJ7Z3OBAWTV, 5749367]
[paragraph, [159.0, 221.0, 711.0, 36.0], shoonya_1sQCJ7Z3OBAWTV, 5749367]
[paragraph, [159.0, 257.0, 711.0, 36.0], shoonya_1sQCJ7Z3OBAWTV, 5749367]
[paragraph, [159.0, 293.0, 711.0, 36.0], shoonya_1sQCJ7Z3OBAWTV, 5749367]
[paragraph, [890.0, 92.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 128.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 164.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 200.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 236.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 272.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 308.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 344.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 380.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 416.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 452.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 488.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 524.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 560.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 596.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 632.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 668.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 704.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 740.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 776.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 812.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 848.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 884.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 920.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 956.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 992.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1028.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1064.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1100.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1136.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1172.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1208.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1244.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1280.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1316.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1352.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1388.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1424.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1460.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1496.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1532.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1568.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1604.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1640.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1676.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1712.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1748.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1784.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1820.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1856.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1892.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1928.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 1964.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [890.0, 2000.0, 721.0, 36.0], shoonya_3sZRNOYC0X9S5M, 5749367]
[paragraph, [164.0, 353.0, 702.0, 36.0], shoonya_5sP74QH8QO7M2O, 5749367]
[paragraph, [164.0, 389.0, 702.0, 36.0], shoonya_5sP74QH8QO7M2O, 5749367]
[paragraph, [164.0, 425.0, 702.0, 36.0], shoonya_5sP74QH8QO7M2O, 5749367]
[paragraph, [164.0, 461.0, 702.0, 36.0], shoonya_5sP74QH8QO7M2O, 5749367]
[paragraph, [164.0, 497.0, 702.0, 36.0], shoonya_5sP74QH8QO7M2O, 5749367]
[paragraph, [164.0, 533.0, 702.0, 36.0], shoonya_5sP74QH8QO7M2O, 5749367]
[paragraph, [164.0, 569.0, 702.0, 36.0], shoonya_5sP74QH8QO7M2O, 5749367]
[paragraph, [157.0, 627.0, 699.0, 36.0], shoonya_4s4HAATZPS3VMH, 5749367]
[paragraph, [157.0, 663.0, 699.0, 36.0], shoonya_4s4HAATZPS3VMH, 5749367]
[paragraph, [157.0, 699.0, 699.0, 36.0], shoonya_4s4HAATZPS3VMH, 5749367]
[paragraph, [157.0, 735.0, 699.0, 36.0], shoonya_4s4HAATZPS3VMH, 5749367]
[paragraph, [157.0, 771.0, 699.0, 36.0], shoonya_4s4HAATZPS3VMH, 5749367]
[paragraph, [152.0, 840.0, 698.0, 36.0], shoonya_7sOSJLSYGLQQM1, 5749367]
[paragraph, [152.0, 876.0, 698.0, 36.0], shoonya_7sOSJLSYGLQQM1, 5749367]
[paragraph, [152.0, 912.0, 698.0, 36.0], shoonya_7sOSJLSYGLQQM1, 5749367]
[paragraph, [152.0, 948.0, 698.0, 36.0], shoonya_7sOSJLSYGLQQM1, 5749367]
[paragraph, [147.0, 1000.0, 699.0, 36.0], shoonya_2sSUWOWMRE93HC, 5749367]
[paragraph, [147.0, 1036.0, 699.0, 36.0], shoonya_2sSUWOWMRE93HC, 5749367]
[paragraph, [147.0, 1072.0, 699.0, 36.0], shoonya_2sSUWOWMRE93HC, 5749367]
[paragraph, [147.0, 1108.0, 699.0, 36.0], shoonya_2sSUWOWMRE93HC, 5749367]
[paragraph, [147.0, 1144.0, 699.0, 36.0], shoonya_2sSUWOWMRE93HC, 5749367]
[paragraph, [140.0, 1215.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1251.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1287.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1323.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1359.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1395.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1431.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1467.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1503.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1539.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1575.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1611.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1647.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1683.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1719.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1755.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [140.0, 1791.0, 698.0, 36.0], shoonya_0sSJG5SXCOD4HL, 5749367]
[paragraph, [129.0, 1854.0, 701.0, 36.0], shoonya_6sDHXWF6FGYIH9, 5749367]
[paragraph, [129.0, 1890.0, 701.0, 36.0], shoonya_6sDHXWF6FGYIH9, 5749367]
[paragraph, [129.0, 1926.0, 701.0, 36.0], shoonya_6sDHXWF6FGYIH9, 5749367]
[paragraph, [129.0, 1962.0, 701.0, 36.0], shoonya_6sDHXWF6FGYIH9, 5749367]
[paragraph, [129.0, 1998.0, 701.0, 36.0], shoonya_6sDHXWF6FGYIH9, 5749367]
[paragraph, [129.0, 2034.0, 701.0, 36.0], shoonya_6sDHXWF6FGYIH9, 5749367]
