[1763, 1275]
[folio, [42.0, 108.0, 518.0, 36.0], shoonya_7sLULP2X1GU2O7, 5712652]
[folio, [42.0, 144.0, 518.0, 36.0], shoonya_7sLULP2X1GU2O7, 5712652]
[folio, [42.0, 180.0, 518.0, 36.0], shoonya_7sLULP2X1GU2O7, 5712652]
[folio, [42.0, 216.0, 518.0, 36.0], shoonya_7sLULP2X1GU2O7, 5712652]
[headline, [779.0, 160.0, 292.0, 37.5], shoonya_5sF4WUWE3YDN7J, 5712652]
[headline, [779.0, 197.5, 292.0, 37.5], shoonya_5sF4WUWE3YDN7J, 5712652]
[paragraph, [613.0, 312.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 348.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 384.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 420.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 456.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 492.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 528.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 564.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[paragraph, [613.0, 600.0, 661.0, 36.0], shoonya_6sZ3KBVFS822KL, 5712652]
[section-title, [93.0, 391.0, 297.0, 49.5], UUs9fhF6-_, 5712652]
[paragraph, [89.0, 469.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 505.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 541.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 577.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 613.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 649.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 685.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 721.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 757.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 793.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 829.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [89.0, 865.0, 337.0, 36.0], c85TTMPDHu, 5712652]
[paragraph, [613.0, 667.0, 661.0, 36.0], shoonya_4sS6C3OMGQNM27, 5712652]
[paragraph, [613.0, 703.0, 661.0, 36.0], shoonya_4sS6C3OMGQNM27, 5712652]
[paragraph, [613.0, 739.0, 661.0, 36.0], shoonya_4sS6C3OMGQNM27, 5712652]
[paragraph, [613.0, 775.0, 661.0, 36.0], shoonya_4sS6C3OMGQNM27, 5712652]
[paragraph, [614.0, 838.0, 660.0, 36.0], shoonya_3sONQ56XO8HL56, 5712652]
[paragraph, [614.0, 874.0, 660.0, 36.0], shoonya_3sONQ56XO8HL56, 5712652]
[paragraph, [614.0, 910.0, 660.0, 36.0], shoonya_3sONQ56XO8HL56, 5712652]
[paragraph, [84.0, 920.0, 383.0, 36.0], fZkrZTSpeJ, 5712652]
[paragraph, [84.0, 956.0, 383.0, 36.0], fZkrZTSpeJ, 5712652]
[paragraph, [84.0, 992.0, 383.0, 36.0], fZkrZTSpeJ, 5712652]
[paragraph, [609.0, 973.0, 665.0, 36.0], shoonya_2sCMLSLNYF47K6, 5712652]
[paragraph, [609.0, 1009.0, 665.0, 36.0], shoonya_2sCMLSLNYF47K6, 5712652]
[paragraph, [609.0, 1045.0, 665.0, 36.0], shoonya_2sCMLSLNYF47K6, 5712652]
[paragraph, [609.0, 1081.0, 665.0, 36.0], shoonya_2sCMLSLNYF47K6, 5712652]
[paragraph, [92.0, 1078.0, 402.0, 36.0], oRpzEo5ja1, 5712652]
[paragraph, [92.0, 1114.0, 402.0, 36.0], oRpzEo5ja1, 5712652]
[paragraph, [92.0, 1150.0, 402.0, 36.0], oRpzEo5ja1, 5712652]
[paragraph, [616.0, 1137.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [616.0, 1173.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [616.0, 1209.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [616.0, 1245.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [616.0, 1281.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [616.0, 1317.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [616.0, 1353.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [616.0, 1389.0, 655.0, 36.0], JyeTEkHj_u, 5712652]
[paragraph, [79.0, 1240.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1276.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1312.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1348.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1384.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1420.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1456.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1492.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1528.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1564.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [79.0, 1600.0, 350.0, 36.0], UCg6XXpq67, 5712652]
[paragraph, [619.0, 1450.0, 655.0, 36.0], gSNcC-k8qz, 5712652]
[paragraph, [619.0, 1486.0, 655.0, 36.0], gSNcC-k8qz, 5712652]
[paragraph, [619.0, 1522.0, 655.0, 36.0], gSNcC-k8qz, 5712652]
[folio, [27.0, 1681.0, 135.0, 36.0], aPzR_6yZc9, 5712652]
