[2342, 1678]
[folio, [112.0, 106.0, 544.0, 36.0], shoonya_6sFNTTEOUFLJQA, 5656227]
[folio, [112.0, 142.0, 544.0, 36.0], shoonya_6sFNTTEOUFLJQA, 5656227]
[folio, [112.0, 178.0, 544.0, 36.0], shoonya_6sFNTTEOUFLJQA, 5656227]
[contact-info, [998.0, 112.0, 391.0, 36.0], 0_ICxMX1Ws, 5656227]
[contact-info, [998.0, 148.0, 391.0, 36.0], 0_ICxMX1Ws, 5656227]
[paragraph, [148.0, 237.0, 1357.0, 36.0], shoonya_3s8L8EFKN36ZC2, 5656227]
[paragraph, [148.0, 273.0, 1357.0, 36.0], shoonya_3s8L8EFKN36ZC2, 5656227]
[paragraph, [80.0, 334.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 370.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 406.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 442.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 478.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 514.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 550.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 586.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [80.0, 622.0, 1439.0, 36.0], shoonya_1sBC9RF8SF9EES, 5656227]
[paragraph, [51.0, 675.0, 1462.0, 36.0], shoonya_0sWHFUS37LWXDN, 5656227]
[paragraph, [51.0, 711.0, 1462.0, 36.0], shoonya_0sWHFUS37LWXDN, 5656227]
[paragraph, [51.0, 747.0, 1462.0, 36.0], shoonya_0sWHFUS37LWXDN, 5656227]
[paragraph, [51.0, 783.0, 1462.0, 36.0], shoonya_0sWHFUS37LWXDN, 5656227]
[paragraph, [51.0, 819.0, 1462.0, 36.0], shoonya_0sWHFUS37LWXDN, 5656227]
[paragraph, [51.0, 855.0, 1462.0, 36.0], shoonya_0sWHFUS37LWXDN, 5656227]
[paragraph, [51.0, 891.0, 1462.0, 36.0], shoonya_0sWHFUS37LWXDN, 5656227]
[paragraph, [74.0, 934.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 970.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 1006.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 1042.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 1078.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 1114.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 1150.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 1186.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [74.0, 1222.0, 1468.0, 36.0], shoonya_2s3C05JBIJHUM4, 5656227]
[paragraph, [72.0, 1280.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1316.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1352.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1388.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1424.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1460.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1496.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1532.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1568.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1604.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [72.0, 1640.0, 1426.0, 36.0], shoonya_5sDMODJARKAOC9, 5656227]
[paragraph, [108.0, 1684.0, 1405.0, 36.0], shoonya_4s5EWSZHWG5JT2, 5656227]
[paragraph, [108.0, 1720.0, 1405.0, 36.0], shoonya_4s5EWSZHWG5JT2, 5656227]
[paragraph, [108.0, 1756.0, 1405.0, 36.0], shoonya_4s5EWSZHWG5JT2, 5656227]
[paragraph, [108.0, 1792.0, 1405.0, 36.0], shoonya_4s5EWSZHWG5JT2, 5656227]
[paragraph, [108.0, 1828.0, 1405.0, 36.0], shoonya_4s5EWSZHWG5JT2, 5656227]
[paragraph, [108.0, 1864.0, 1405.0, 36.0], shoonya_4s5EWSZHWG5JT2, 5656227]
[paragraph, [108.0, 1900.0, 1405.0, 36.0], shoonya_4s5EWSZHWG5JT2, 5656227]
