[1637, 1070]
[paragraph, [180.0, 60.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 96.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 132.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 168.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 204.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 240.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 276.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 312.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 348.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 384.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 420.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 456.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [180.0, 492.0, 677.0, 36.0], KzoCN4xUK5, 5654465]
[paragraph, [183.0, 556.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [183.0, 592.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [183.0, 628.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [183.0, 664.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [183.0, 700.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [183.0, 736.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [183.0, 772.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [183.0, 808.0, 660.0, 36.0], shoonya_1sNOBEPPTKIGHQ, 5654465]
[paragraph, [180.0, 893.0, 507.0, 36.0], 5sGwaZOgUg, 5654465]
[paragraph, [176.0, 973.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1009.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1045.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1081.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1117.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1153.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1189.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1225.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1261.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1297.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1333.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1369.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1405.0, 748.0, 36.0], yh12pII6ce, 5654465]
[paragraph, [176.0, 1441.0, 748.0, 36.0], yh12pII6ce, 5654465]
