[1388, 886]
[folio, [654.0, 58.0, 191.0, 18.0], shoonya_4s71B93MK7GOOO, 5742117]
[folio, [654.0, 76.0, 191.0, 18.0], shoonya_4s71B93MK7GOOO, 5742117]
[folio, [354.0, 63.0, 134.0, 18.0], shoonya_6sMKX6IN5RS82E, 5742117]
[paragraph, [27.0, 126.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [27.0, 144.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [27.0, 162.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [27.0, 180.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [27.0, 198.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [27.0, 216.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [27.0, 234.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [27.0, 252.0, 403.0, 18.0], shoonya_5sI08K6EQJMXJ9, 5742117]
[paragraph, [448.0, 127.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 145.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 163.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 181.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 199.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 217.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 235.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 253.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 271.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 289.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 307.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 325.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 343.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 361.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 379.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 397.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 415.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 433.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 451.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 469.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 487.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 505.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 523.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 541.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 559.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 577.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 595.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 613.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [448.0, 631.0, 401.0, 18.0], shoonya_0sQ975QC3GNRPW, 5742117]
[paragraph, [28.0, 270.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 288.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 306.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 324.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 342.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 360.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 378.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 396.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 414.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 432.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 450.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 468.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 486.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 504.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 522.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 540.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 558.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 576.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 594.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 612.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 630.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 648.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
[paragraph, [28.0, 666.0, 403.0, 18.0], 2z14mBZ8nZ, 5742117]
