[1754, 1241]
[folio, [204.0, 10.0, 165.0, 36.0], -om5JBgqaf, 5744917]
[headline, [51.0, 117.0, 664.0, 37.5], shoonya_5sRX727MJIV3KE, 5744917]
[headline, [51.0, 154.5, 664.0, 37.5], shoonya_5sRX727MJIV3KE, 5744917]
[paragraph, [46.0, 238.0, 378.0, 36.0], IgLybxK6-k, 5744917]
[paragraph, [46.0, 274.0, 378.0, 36.0], IgLybxK6-k, 5744917]
[paragraph, [46.0, 310.0, 378.0, 36.0], IgLybxK6-k, 5744917]
[paragraph, [46.0, 346.0, 378.0, 36.0], IgLybxK6-k, 5744917]
[paragraph, [50.0, 434.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 470.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 506.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 542.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 578.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 614.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 650.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 686.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 722.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 758.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [50.0, 794.0, 365.0, 36.0], shoonya_1s575MZLZZ1ZLX, 5744917]
[paragraph, [818.0, 632.0, 364.0, 36.0], shoonya_10s74WOT1UA5BT, 5744917]
[paragraph, [818.0, 668.0, 364.0, 36.0], shoonya_10s74WOT1UA5BT, 5744917]
[paragraph, [818.0, 704.0, 364.0, 36.0], shoonya_10s74WOT1UA5BT, 5744917]
[paragraph, [818.0, 740.0, 364.0, 36.0], shoonya_10s74WOT1UA5BT, 5744917]
[paragraph, [818.0, 776.0, 364.0, 36.0], shoonya_10s74WOT1UA5BT, 5744917]
[paragraph, [435.0, 633.0, 364.0, 36.0], shoonya_14sH76EFDDQ25P, 5744917]
[paragraph, [435.0, 710.0, 365.0, 36.0], shoonya_7s70NF64A6EXIJ, 5744917]
[paragraph, [435.0, 746.0, 365.0, 36.0], shoonya_7s70NF64A6EXIJ, 5744917]
[paragraph, [435.0, 782.0, 365.0, 36.0], shoonya_7s70NF64A6EXIJ, 5744917]
[headline, [67.0, 964.0, 1106.0, 37.5], shoonya_4sGLGED1CFUTZE, 5744917]
[headline, [67.0, 1001.5, 1106.0, 37.5], shoonya_4sGLGED1CFUTZE, 5744917]
[headline, [67.0, 1039.0, 1106.0, 37.5], shoonya_4sGLGED1CFUTZE, 5744917]
[paragraph, [45.0, 1089.0, 380.0, 36.0], shoonya_15sRGGU702LW4T, 5744917]
[paragraph, [45.0, 1125.0, 380.0, 36.0], shoonya_15sRGGU702LW4T, 5744917]
[paragraph, [45.0, 1161.0, 380.0, 36.0], shoonya_15sRGGU702LW4T, 5744917]
[paragraph, [45.0, 1197.0, 380.0, 36.0], shoonya_15sRGGU702LW4T, 5744917]
[paragraph, [434.0, 1091.0, 364.0, 36.0], shoonya_6s6RQ7VAPPG0A4, 5744917]
[paragraph, [434.0, 1127.0, 364.0, 36.0], shoonya_6s6RQ7VAPPG0A4, 5744917]
[paragraph, [434.0, 1163.0, 364.0, 36.0], shoonya_6s6RQ7VAPPG0A4, 5744917]
[paragraph, [434.0, 1199.0, 364.0, 36.0], shoonya_6s6RQ7VAPPG0A4, 5744917]
[paragraph, [815.0, 1094.0, 366.0, 36.0], uCr0-IgXxd, 5744917]
[paragraph, [818.0, 1175.0, 364.0, 36.0], shoonya_2sCX03FI7AAO2V, 5744917]
[paragraph, [818.0, 1211.0, 364.0, 36.0], shoonya_2sCX03FI7AAO2V, 5744917]
[paragraph, [818.0, 1247.0, 364.0, 36.0], shoonya_2sCX03FI7AAO2V, 5744917]
[paragraph, [818.0, 1283.0, 364.0, 36.0], shoonya_2sCX03FI7AAO2V, 5744917]
[paragraph, [818.0, 1319.0, 364.0, 36.0], shoonya_2sCX03FI7AAO2V, 5744917]
[paragraph, [817.0, 1396.0, 367.0, 36.0], shoonya_11sFO492Z6V4J2, 5744917]
[paragraph, [817.0, 1432.0, 367.0, 36.0], shoonya_11sFO492Z6V4J2, 5744917]
[paragraph, [817.0, 1468.0, 367.0, 36.0], shoonya_11sFO492Z6V4J2, 5744917]
