[1650, 1275]
[paragraph, [130.0, 175.0, 1058.0, 36.0], c0f3vTThZY, 5781134]
[paragraph, [130.0, 211.0, 1058.0, 36.0], c0f3vTThZY, 5781134]
[paragraph, [130.0, 247.0, 1058.0, 36.0], c0f3vTThZY, 5781134]
[paragraph, [130.0, 283.0, 1058.0, 36.0], c0f3vTThZY, 5781134]
[paragraph, [130.0, 319.0, 1058.0, 36.0], c0f3vTThZY, 5781134]
[paragraph, [130.0, 355.0, 1058.0, 36.0], c0f3vTThZY, 5781134]
[paragraph, [128.0, 477.0, 1063.0, 36.0], fuA6UeNdmZ, 5781134]
[paragraph, [128.0, 513.0, 1063.0, 36.0], fuA6UeNdmZ, 5781134]
[paragraph, [128.0, 549.0, 1063.0, 36.0], fuA6UeNdmZ, 5781134]
[paragraph, [128.0, 585.0, 1063.0, 36.0], fuA6UeNdmZ, 5781134]
[paragraph, [128.0, 621.0, 1063.0, 36.0], fuA6UeNdmZ, 5781134]
[paragraph, [128.0, 657.0, 1063.0, 36.0], fuA6UeNdmZ, 5781134]
[paragraph, [131.0, 732.0, 1057.0, 36.0], pqD4NJw2is, 5781134]
[paragraph, [131.0, 768.0, 1057.0, 36.0], pqD4NJw2is, 5781134]
[paragraph, [131.0, 804.0, 1057.0, 36.0], pqD4NJw2is, 5781134]
[paragraph, [131.0, 840.0, 1057.0, 36.0], pqD4NJw2is, 5781134]
[paragraph, [131.0, 876.0, 1057.0, 36.0], pqD4NJw2is, 5781134]
[paragraph, [131.0, 912.0, 1057.0, 36.0], pqD4NJw2is, 5781134]
[paragraph, [121.0, 1016.0, 1075.0, 36.0], 0YZEhkyUGP, 5781134]
[paragraph, [121.0, 1052.0, 1075.0, 36.0], 0YZEhkyUGP, 5781134]
[paragraph, [121.0, 1088.0, 1075.0, 36.0], 0YZEhkyUGP, 5781134]
[paragraph, [121.0, 1124.0, 1075.0, 36.0], 0YZEhkyUGP, 5781134]
[reference, [158.0, 1258.0, 1003.0, 36.0], 3NwzvLexIX, 5781134]
[reference, [158.0, 1294.0, 1003.0, 36.0], 3NwzvLexIX, 5781134]
[reference, [158.0, 1330.0, 1003.0, 36.0], 3NwzvLexIX, 5781134]
[website-link, [322.0, 1288.0, 238.0, 18.0], -Mfhp5oKG8, 5781134]
