[1818, 1374]
[paragraph, [104.0, 251.0, 571.0, 36.0], H6mQU1y2we, 5683272]
[paragraph, [104.0, 287.0, 571.0, 36.0], H6mQU1y2we, 5683272]
[paragraph, [104.0, 323.0, 571.0, 36.0], H6mQU1y2we, 5683272]
[paragraph, [692.0, 259.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 295.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 331.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 367.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 403.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 439.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 475.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 511.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 547.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 583.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 619.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 655.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 691.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [692.0, 727.0, 566.0, 36.0], shoonya_3sLZVEWAATMPBC, 5683272]
[paragraph, [109.0, 378.0, 557.0, 36.0], Er6jGhwL9H, 5683272]
[paragraph, [109.0, 414.0, 557.0, 36.0], Er6jGhwL9H, 5683272]
[paragraph, [109.0, 450.0, 557.0, 36.0], Er6jGhwL9H, 5683272]
[paragraph, [109.0, 486.0, 557.0, 36.0], Er6jGhwL9H, 5683272]
[paragraph, [109.0, 522.0, 557.0, 36.0], Er6jGhwL9H, 5683272]
[paragraph, [109.0, 558.0, 557.0, 36.0], Er6jGhwL9H, 5683272]
[paragraph, [111.0, 623.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 659.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 695.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 731.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 767.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 803.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 839.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 875.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 911.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [111.0, 947.0, 557.0, 36.0], T5CVJw_X8V, 5683272]
[paragraph, [696.0, 784.0, 561.0, 36.0], shoonya_4s4K2EWTY0AEB6, 5683272]
[paragraph, [696.0, 820.0, 561.0, 36.0], shoonya_4s4K2EWTY0AEB6, 5683272]
[paragraph, [696.0, 866.0, 564.0, 36.0], NtkUvGPs-R, 5683272]
[paragraph, [696.0, 902.0, 564.0, 36.0], NtkUvGPs-R, 5683272]
[paragraph, [696.0, 938.0, 564.0, 36.0], NtkUvGPs-R, 5683272]
[paragraph, [696.0, 974.0, 564.0, 36.0], NtkUvGPs-R, 5683272]
[paragraph, [262.0, 988.0, 286.0, 36.0], U7zEkXQZHO, 5683272]
[paragraph, [262.0, 1024.0, 286.0, 36.0], U7zEkXQZHO, 5683272]
[paragraph, [695.0, 1029.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1065.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1101.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1137.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1173.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1209.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1245.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1281.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [695.0, 1317.0, 567.0, 36.0], shoonya_1sHQWHT3R0R821, 5683272]
[paragraph, [111.0, 1069.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1105.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1141.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1177.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1213.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1249.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1285.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1321.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1357.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1393.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1429.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [111.0, 1465.0, 558.0, 36.0], shoonya_0sMPNETFRNB2HN, 5683272]
[paragraph, [694.0, 1392.0, 571.0, 36.0], CTbF44F3It, 5683272]
[paragraph, [694.0, 1428.0, 571.0, 36.0], CTbF44F3It, 5683272]
[paragraph, [694.0, 1464.0, 571.0, 36.0], CTbF44F3It, 5683272]
[paragraph, [694.0, 1500.0, 571.0, 36.0], CTbF44F3It, 5683272]
[paragraph, [694.0, 1536.0, 571.0, 36.0], CTbF44F3It, 5683272]
[paragraph, [694.0, 1572.0, 571.0, 36.0], CTbF44F3It, 5683272]
[paragraph, [694.0, 1608.0, 571.0, 36.0], CTbF44F3It, 5683272]
