[1755, 1241]
[folio, [539.0, 186.0, 517.0, 36.0], 9UX8LGIWEZ, 5759922]
[paragraph, [215.0, 266.0, 845.0, 36.0], zNT2bBIfyf, 5759922]
[paragraph, [215.0, 302.0, 845.0, 36.0], zNT2bBIfyf, 5759922]
[paragraph, [213.0, 370.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [213.0, 406.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [213.0, 442.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [213.0, 478.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [213.0, 514.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [213.0, 550.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [213.0, 586.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [213.0, 622.0, 847.0, 36.0], L4WOBxL3yx, 5759922]
[paragraph, [215.0, 699.0, 847.0, 36.0], YX6P1ucYXA, 5759922]
[paragraph, [215.0, 735.0, 847.0, 36.0], YX6P1ucYXA, 5759922]
[paragraph, [215.0, 771.0, 847.0, 36.0], YX6P1ucYXA, 5759922]
[paragraph, [215.0, 807.0, 847.0, 36.0], YX6P1ucYXA, 5759922]
[paragraph, [215.0, 843.0, 847.0, 36.0], YX6P1ucYXA, 5759922]
[paragraph, [215.0, 879.0, 847.0, 36.0], YX6P1ucYXA, 5759922]
[paragraph, [215.0, 915.0, 847.0, 36.0], YX6P1ucYXA, 5759922]
[paragraph, [214.0, 983.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1019.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1055.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1091.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1127.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1163.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1199.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1235.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1271.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1307.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1343.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1379.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1415.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1451.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1487.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1523.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
[paragraph, [214.0, 1559.0, 842.0, 36.0], shoonya_0sN6D1TSV51XSY, 5759922]
