[1818, 1374]
[folio, [642.0, 102.0, 87.0, 36.0], shoonya_0s92RYD6IVSRYQ, 5682154]
[paragraph, [100.0, 174.0, 573.0, 36.0], shoonya_3s4IJNB97HEWRM, 5682154]
[paragraph, [100.0, 210.0, 573.0, 36.0], shoonya_3s4IJNB97HEWRM, 5682154]
[paragraph, [100.0, 246.0, 573.0, 36.0], shoonya_3s4IJNB97HEWRM, 5682154]
[paragraph, [100.0, 282.0, 573.0, 36.0], shoonya_3s4IJNB97HEWRM, 5682154]
[paragraph, [100.0, 318.0, 573.0, 36.0], shoonya_3s4IJNB97HEWRM, 5682154]
[paragraph, [695.0, 180.0, 568.0, 36.0], VmmHcGEdUc, 5682154]
[paragraph, [695.0, 216.0, 568.0, 36.0], VmmHcGEdUc, 5682154]
[paragraph, [695.0, 252.0, 568.0, 36.0], VmmHcGEdUc, 5682154]
[paragraph, [695.0, 288.0, 568.0, 36.0], VmmHcGEdUc, 5682154]
[paragraph, [692.0, 353.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 389.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 425.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 461.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 497.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 533.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 569.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 605.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 641.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 677.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 713.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 749.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 785.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [692.0, 821.0, 573.0, 36.0], 4Jif4DEoua, 5682154]
[paragraph, [101.0, 393.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 429.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 465.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 501.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 537.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 573.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
[paragraph, [101.0, 609.0, 573.0, 36.0], HoIZK-Q1hc, 5682154]
