[5687, 2845]
[flag, [224.0, 101.0, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 153.5, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 206.0, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 258.5, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 311.0, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 363.5, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 416.0, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 468.5, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 521.0, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 573.5, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 626.0, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 678.5, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 731.0, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[flag, [224.0, 783.5, 2439.0, 52.5], shoonya_0s317WJ9F4QIXI, 5695359]
[paragraph, [146.0, 2346.0, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2398.5, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2451.0, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2503.5, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2556.0, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2608.5, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2661.0, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2713.5, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2766.0, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2818.5, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2871.0, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2923.5, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [146.0, 2976.0, 2615.0, 52.5], shoonya_2sZC4IX8UESVCB, 5695359]
[paragraph, [145.0, 3242.0, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3294.5, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3347.0, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3399.5, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3452.0, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3504.5, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3557.0, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3609.5, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3662.0, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3714.5, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3767.0, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3819.5, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [145.0, 3872.0, 1438.0, 52.5], v2_LZFmTIT, 5695359]
[paragraph, [1491.0, 4924.0, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 4976.5, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5029.0, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5081.5, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5134.0, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5186.5, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5239.0, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5291.5, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5344.0, 1196.0, 52.5], NIf62VDPG0, 5695359]
[paragraph, [1491.0, 5396.5, 1196.0, 52.5], NIf62VDPG0, 5695359]
