[1278, 905]
[chapter-title, [270.0, 56.0, 258.0, 30.0], shoonya_13sY0YCGW9IUAL, 5776287]
[paragraph, [88.0, 95.0, 626.0, 18.0], shoonya_10sBNRKY6H9MU1, 5776287]
[paragraph, [88.0, 113.0, 626.0, 18.0], shoonya_10sBNRKY6H9MU1, 5776287]
[paragraph, [87.0, 147.0, 626.0, 18.0], shoonya_5sM60XCIR1IQS7, 5776287]
[paragraph, [87.0, 165.0, 626.0, 18.0], shoonya_5sM60XCIR1IQS7, 5776287]
[paragraph, [87.0, 183.0, 626.0, 18.0], shoonya_5sM60XCIR1IQS7, 5776287]
[paragraph, [87.0, 201.0, 626.0, 18.0], shoonya_5sM60XCIR1IQS7, 5776287]
[paragraph, [87.0, 223.0, 625.0, 18.0], shoonya_2s5LDMY4ZVIC3I, 5776287]
[paragraph, [87.0, 241.0, 625.0, 18.0], shoonya_2s5LDMY4ZVIC3I, 5776287]
[paragraph, [87.0, 259.0, 625.0, 18.0], shoonya_2s5LDMY4ZVIC3I, 5776287]
[paragraph, [87.0, 277.0, 625.0, 18.0], shoonya_2s5LDMY4ZVIC3I, 5776287]
[paragraph, [87.0, 295.0, 625.0, 18.0], shoonya_2s5LDMY4ZVIC3I, 5776287]
[paragraph, [87.0, 313.0, 625.0, 18.0], shoonya_2s5LDMY4ZVIC3I, 5776287]
[paragraph, [87.0, 331.0, 625.0, 18.0], shoonya_2s5LDMY4ZVIC3I, 5776287]
[paragraph, [88.0, 350.0, 624.0, 18.0], shoonya_6sKG8F9C1MWHD7, 5776287]
[paragraph, [88.0, 368.0, 624.0, 18.0], shoonya_6sKG8F9C1MWHD7, 5776287]
[paragraph, [88.0, 386.0, 624.0, 18.0], shoonya_6sKG8F9C1MWHD7, 5776287]
[paragraph, [88.0, 404.0, 624.0, 18.0], shoonya_6sKG8F9C1MWHD7, 5776287]
[paragraph, [88.0, 424.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 442.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 460.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 478.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 496.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 514.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 532.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 550.0, 624.0, 18.0], shoonya_1sKQZRFJH225FO, 5776287]
[paragraph, [88.0, 575.0, 627.0, 18.0], shoonya_4sDJ3KTS5V8FX4, 5776287]
[paragraph, [88.0, 593.0, 627.0, 18.0], shoonya_4sDJ3KTS5V8FX4, 5776287]
[paragraph, [88.0, 611.0, 627.0, 18.0], shoonya_4sDJ3KTS5V8FX4, 5776287]
[paragraph, [88.0, 629.0, 627.0, 18.0], shoonya_4sDJ3KTS5V8FX4, 5776287]
[paragraph, [88.0, 650.0, 623.0, 18.0], shoonya_8sGDAPBHLBM4FZ, 5776287]
[paragraph, [88.0, 668.0, 623.0, 18.0], shoonya_8sGDAPBHLBM4FZ, 5776287]
[paragraph, [89.0, 700.0, 624.0, 18.0], shoonya_7sJS3G5PH89LIL, 5776287]
[paragraph, [89.0, 718.0, 624.0, 18.0], shoonya_7sJS3G5PH89LIL, 5776287]
[paragraph, [89.0, 736.0, 624.0, 18.0], shoonya_7sJS3G5PH89LIL, 5776287]
[paragraph, [89.0, 754.0, 624.0, 18.0], shoonya_7sJS3G5PH89LIL, 5776287]
[paragraph, [87.0, 774.0, 625.0, 18.0], shoonya_3sRW1PL4FXK1UW, 5776287]
[paragraph, [87.0, 792.0, 625.0, 18.0], shoonya_3sRW1PL4FXK1UW, 5776287]
[paragraph, [87.0, 810.0, 625.0, 18.0], shoonya_3sRW1PL4FXK1UW, 5776287]
[paragraph, [87.0, 828.0, 625.0, 18.0], shoonya_3sRW1PL4FXK1UW, 5776287]
[paragraph, [109.0, 850.0, 553.0, 18.0], shoonya_11sYXX4QGO92JD, 5776287]
[paragraph, [89.0, 875.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 893.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 911.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 929.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 947.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 965.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 983.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 1001.0, 624.0, 18.0], shoonya_0sZE35TYD9RASX, 5776287]
[paragraph, [89.0, 1026.0, 627.0, 18.0], shoonya_9s2R8GAOOOR0OA, 5776287]
[paragraph, [89.0, 1044.0, 627.0, 18.0], shoonya_9s2R8GAOOOR0OA, 5776287]
[paragraph, [89.0, 1062.0, 627.0, 18.0], shoonya_9s2R8GAOOOR0OA, 5776287]
[paragraph, [89.0, 1080.0, 627.0, 18.0], shoonya_9s2R8GAOOOR0OA, 5776287]
