[1951, 1219]
[folio, [217.0, 124.0, 231.0, 36.0], JPU8uKPmJV, 5683373]
[paragraph, [124.0, 213.0, 964.0, 36.0], shoonya_0sOZ99WWHPL6VR, 5683373]
[paragraph, [124.0, 249.0, 964.0, 36.0], shoonya_0sOZ99WWHPL6VR, 5683373]
[paragraph, [124.0, 285.0, 964.0, 36.0], shoonya_0sOZ99WWHPL6VR, 5683373]
[paragraph, [125.0, 339.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 375.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 411.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 447.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 483.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 519.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 555.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 591.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 627.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 663.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 699.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 735.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 771.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 807.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 843.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 879.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 915.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 951.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 987.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1023.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1059.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1095.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1131.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1167.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1203.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1239.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1275.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1311.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1347.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1383.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1419.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1455.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1491.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1527.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1563.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1599.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1635.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1671.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1707.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [125.0, 1743.0, 967.0, 36.0], Ijs2B16jEO, 5683373]
[paragraph, [231.0, 1784.0, 623.0, 36.0], Vu7lP9D6pi, 5683373]
