[2339, 1653]
[paragraph, [220.0, 235.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 271.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 307.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 343.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 379.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 415.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 451.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 487.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 523.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 559.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 595.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 631.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 667.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 703.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[paragraph, [220.0, 739.0, 1209.0, 36.0], shoonya_0sDWHQDSKUD8NM, 5686928]
[section-title, [227.0, 912.0, 297.0, 52.5], shoonya_3sRNDULGRH4N6V, 5686928]
[paragraph, [223.0, 985.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1021.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1057.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1093.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1129.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1165.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1201.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1237.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1273.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1309.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1345.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1381.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1417.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1453.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1489.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1525.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1561.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1597.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1633.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1669.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1705.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1741.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1777.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1813.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1849.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1885.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1921.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1957.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 1993.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 2029.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 2065.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 2101.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 2137.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
[paragraph, [223.0, 2173.0, 1212.0, 36.0], shoonya_1sPIMYGQSXQS5F, 5686928]
