[1518, 1075]
[folio, [549.0, 112.0, 79.0, 36.0], qiUf6hxD7t, 5722771]
[paragraph, [115.0, 173.0, 425.0, 36.0], shoonya_4sTT2X2HZXTECN, 5722771]
[paragraph, [558.0, 174.0, 426.0, 36.0], shoonya_5s2NV6N0HZWRHI, 5722771]
[paragraph, [558.0, 210.0, 426.0, 36.0], shoonya_5s2NV6N0HZWRHI, 5722771]
[paragraph, [114.0, 230.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 266.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 302.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 338.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 374.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 410.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 446.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 482.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 518.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 554.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 590.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 626.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 662.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 698.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 734.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 770.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 806.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 842.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 878.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 914.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 950.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 986.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1022.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1058.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1094.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1130.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1166.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1202.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1238.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [114.0, 1274.0, 428.0, 36.0], shoonya_2sKNEGTI0NYGJH, 5722771]
[paragraph, [559.0, 289.0, 426.0, 36.0], shoonya_1s9WIZSO62J53U, 5722771]
[paragraph, [559.0, 325.0, 426.0, 36.0], shoonya_1s9WIZSO62J53U, 5722771]
[paragraph, [559.0, 361.0, 426.0, 36.0], shoonya_1s9WIZSO62J53U, 5722771]
[paragraph, [559.0, 397.0, 426.0, 36.0], shoonya_1s9WIZSO62J53U, 5722771]
[paragraph, [559.0, 433.0, 426.0, 36.0], shoonya_1s9WIZSO62J53U, 5722771]
[paragraph, [559.0, 469.0, 426.0, 36.0], shoonya_1s9WIZSO62J53U, 5722771]
[paragraph, [559.0, 505.0, 426.0, 36.0], shoonya_1s9WIZSO62J53U, 5722771]
[paragraph, [558.0, 558.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 594.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 630.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 666.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 702.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 738.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 774.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 810.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 846.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
[paragraph, [558.0, 882.0, 426.0, 36.0], shoonya_0s35LTOAFJPI5J, 5722771]
