[1518, 1075]
[paragraph, [80.0, 137.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 173.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 209.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 245.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 281.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 317.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 353.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 389.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 425.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 461.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 497.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 533.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 569.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 605.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 641.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 677.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 713.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 749.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 785.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 821.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 857.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [80.0, 893.0, 444.0, 36.0], shoonya_3sX5J47GZVDCJB, 5722693]
[paragraph, [525.0, 141.0, 451.0, 36.0], shoonya_4sPHQ6QBJAUM64, 5722693]
[paragraph, [525.0, 177.0, 451.0, 36.0], shoonya_4sPHQ6QBJAUM64, 5722693]
[paragraph, [525.0, 213.0, 451.0, 36.0], shoonya_4sPHQ6QBJAUM64, 5722693]
[paragraph, [525.0, 249.0, 451.0, 36.0], shoonya_4sPHQ6QBJAUM64, 5722693]
[paragraph, [525.0, 285.0, 451.0, 36.0], shoonya_4sPHQ6QBJAUM64, 5722693]
[paragraph, [525.0, 321.0, 451.0, 36.0], shoonya_4sPHQ6QBJAUM64, 5722693]
[paragraph, [525.0, 357.0, 451.0, 36.0], shoonya_4sPHQ6QBJAUM64, 5722693]
[sub-headline, [527.0, 474.0, 116.0, 36.0], shoonya_10sEG3ROF3G8B1, 5722693]
[author, [757.0, 495.0, 213.0, 36.0], fe8uTlv8md, 5722693]
[paragraph, [526.0, 537.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [526.0, 573.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [526.0, 609.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [526.0, 645.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [526.0, 681.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [526.0, 717.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [526.0, 753.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [526.0, 789.0, 446.0, 36.0], shoonya_1sV6Y3H6IM0N9N, 5722693]
[paragraph, [529.0, 829.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
[paragraph, [529.0, 865.0, 443.0, 36.0], shoonya_2sFO42G89RQ7Z6, 5722693]
