[2428, 1814]
[paragraph, [98.0, 160.0, 743.0, 36.0], fI3X5MEO8c, 5693877]
[paragraph, [98.0, 196.0, 743.0, 36.0], fI3X5MEO8c, 5693877]
[paragraph, [98.0, 232.0, 743.0, 36.0], fI3X5MEO8c, 5693877]
[paragraph, [860.0, 164.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 200.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 236.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 272.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 308.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 344.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 380.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 416.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 452.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [860.0, 488.0, 711.0, 36.0], shoonya_7sHE221TFRUTLK, 5693877]
[paragraph, [128.0, 289.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 325.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 361.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 397.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 433.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 469.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 505.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 541.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 577.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 613.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 649.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [128.0, 685.0, 707.0, 36.0], shoonya_0sW4NHIFG5ISBG, 5693877]
[paragraph, [860.0, 553.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 589.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 625.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 661.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 697.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 733.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 769.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 805.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 841.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 877.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 913.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 949.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 985.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 1021.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 1057.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 1093.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 1129.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [860.0, 1165.0, 709.0, 36.0], dRLbFBQUdQ, 5693877]
[paragraph, [130.0, 757.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 793.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 829.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 865.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 901.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 937.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 973.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1009.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1045.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1081.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1117.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1153.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1189.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1225.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1261.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1297.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1333.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [130.0, 1369.0, 707.0, 36.0], shoonya_1sGMNY0ED33ELD, 5693877]
[paragraph, [862.0, 1206.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1242.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1278.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1314.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1350.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1386.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1422.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1458.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1494.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[paragraph, [862.0, 1530.0, 709.0, 36.0], shoonya_3sL7EE4WJLXK2Q, 5693877]
[quote, [320.0, 1391.0, 361.0, 36.0], r5hotFmMGs, 5693877]
[quote, [320.0, 1427.0, 361.0, 36.0], r5hotFmMGs, 5693877]
[quote, [320.0, 1463.0, 361.0, 36.0], r5hotFmMGs, 5693877]
[quote, [320.0, 1499.0, 361.0, 36.0], r5hotFmMGs, 5693877]
[paragraph, [106.0, 1567.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1603.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1639.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1675.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1711.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1747.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1783.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1819.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [106.0, 1855.0, 736.0, 36.0], PFClSjIe3r, 5693877]
[paragraph, [862.0, 1586.0, 708.0, 36.0], shoonya_4s3HOSJUF92ZI0, 5693877]
