[2806, 1984]
[answer, [210.0, 356.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 402.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 449.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 495.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 542.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 588.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 635.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 681.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 728.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 774.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 821.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 867.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 914.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 960.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1007.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1053.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1100.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1146.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1193.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1239.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1286.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1332.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1379.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1425.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1472.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1518.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1565.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1611.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1658.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1704.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1751.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1797.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1844.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1890.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1937.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 1983.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2030.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2076.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2123.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2169.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2216.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2262.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2309.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2355.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2402.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2448.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2495.0, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[answer, [210.0, 2541.5, 1557.0, 46.5], SUhPk3K2Cr, 5698730]
[paragraph, [307.0, 596.0, 1446.0, 46.5], kKAg22jLOw, 5698730]
[paragraph, [307.0, 642.5, 1446.0, 46.5], kKAg22jLOw, 5698730]
[paragraph, [307.0, 689.0, 1446.0, 46.5], kKAg22jLOw, 5698730]
[paragraph, [307.0, 735.5, 1446.0, 46.5], kKAg22jLOw, 5698730]
[paragraph, [307.0, 782.0, 1446.0, 46.5], kKAg22jLOw, 5698730]
[paragraph, [317.0, 871.0, 1441.0, 46.5], 52QqgCYW3i, 5698730]
[paragraph, [317.0, 917.5, 1441.0, 46.5], 52QqgCYW3i, 5698730]
[paragraph, [317.0, 964.0, 1441.0, 46.5], 52QqgCYW3i, 5698730]
[paragraph, [325.0, 1054.0, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [325.0, 1100.5, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [325.0, 1147.0, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [325.0, 1193.5, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [325.0, 1240.0, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [325.0, 1286.5, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [325.0, 1333.0, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [325.0, 1379.5, 1434.0, 46.5], shoonya_0sBP4X33N0D58F, 5698730]
[paragraph, [327.0, 1494.0, 1434.0, 46.5], shoonya_4s6QLA8VDQGS7Q, 5698730]
[paragraph, [327.0, 1540.5, 1434.0, 46.5], shoonya_4s6QLA8VDQGS7Q, 5698730]
[paragraph, [327.0, 1587.0, 1434.0, 46.5], shoonya_4s6QLA8VDQGS7Q, 5698730]
[paragraph, [309.0, 1753.0, 1446.0, 46.5], shoonya_3sA06NG0QAYQ8Y, 5698730]
[ordered-list, [222.0, 1821.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 1867.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 1914.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 1960.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2007.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2053.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2100.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2146.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2193.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2239.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2286.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2332.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2379.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2425.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2472.0, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[ordered-list, [222.0, 2518.5, 1535.0, 46.5], shoonya_2s0YPBNQ5MCRYK, 5698730]
[sub-ordered-list, [312.0, 2313.0, 1448.0, 46.5], Sg-r0zTWav, 5698730]
[sub-ordered-list, [312.0, 2359.5, 1448.0, 46.5], Sg-r0zTWav, 5698730]
[sub-ordered-list, [312.0, 2406.0, 1448.0, 46.5], Sg-r0zTWav, 5698730]
[sub-ordered-list, [312.0, 2452.5, 1448.0, 46.5], Sg-r0zTWav, 5698730]
[sub-ordered-list, [312.0, 2499.0, 1448.0, 46.5], Sg-r0zTWav, 5698730]
