[1250, 867]
[chapter-title, [400.0, 43.0, 180.0, 30.0], shoonya_5s01M5QV9CQCE1, 5776058]
[paragraph, [170.0, 80.0, 637.0, 18.0], shoonya_9sRVSRL4EMEWC6, 5776058]
[paragraph, [170.0, 98.0, 637.0, 18.0], shoonya_9sRVSRL4EMEWC6, 5776058]
[paragraph, [170.0, 116.0, 637.0, 18.0], shoonya_9sRVSRL4EMEWC6, 5776058]
[paragraph, [193.0, 133.0, 379.0, 18.0], 6hXsOQzpea, 5776058]
[paragraph, [174.0, 156.0, 636.0, 18.0], R6Upy0A1up, 5776058]
[paragraph, [174.0, 174.0, 636.0, 18.0], R6Upy0A1up, 5776058]
[paragraph, [174.0, 192.0, 636.0, 18.0], R6Upy0A1up, 5776058]
[paragraph, [186.0, 208.0, 369.0, 18.0], shoonya_6sPW4V60NDE42C, 5776058]
[paragraph, [179.0, 233.0, 544.0, 18.0], shoonya_8s4D8FQ30CZ9TO, 5776058]
[paragraph, [172.0, 259.0, 637.0, 18.0], shoonya_4sK1NM3D6WR0CQ, 5776058]
[paragraph, [172.0, 277.0, 637.0, 18.0], shoonya_4sK1NM3D6WR0CQ, 5776058]
[paragraph, [172.0, 295.0, 637.0, 18.0], shoonya_4sK1NM3D6WR0CQ, 5776058]
[paragraph, [172.0, 313.0, 637.0, 18.0], shoonya_4sK1NM3D6WR0CQ, 5776058]
[paragraph, [170.0, 336.0, 635.0, 18.0], shoonya_3sPNCBAMGL3IBF, 5776058]
[paragraph, [170.0, 354.0, 635.0, 18.0], shoonya_3sPNCBAMGL3IBF, 5776058]
[paragraph, [173.0, 385.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 403.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 421.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 439.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 457.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 475.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 493.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 511.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 529.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 547.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 565.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 583.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 601.0, 634.0, 18.0], shoonya_1sEHXF6OK6PYE4, 5776058]
[paragraph, [173.0, 636.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 654.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 672.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 690.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 708.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 726.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 744.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 762.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 780.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 798.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 816.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 834.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 852.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 870.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 888.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 906.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 924.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 942.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [173.0, 960.0, 633.0, 18.0], shoonya_0sPUROZBLC64O7, 5776058]
[paragraph, [175.0, 987.0, 631.0, 18.0], shoonya_2sBSGQA87ZINDA, 5776058]
[paragraph, [175.0, 1005.0, 631.0, 18.0], shoonya_2sBSGQA87ZINDA, 5776058]
[paragraph, [175.0, 1023.0, 631.0, 18.0], shoonya_2sBSGQA87ZINDA, 5776058]
[paragraph, [175.0, 1041.0, 631.0, 18.0], shoonya_2sBSGQA87ZINDA, 5776058]
[paragraph, [175.0, 1059.0, 631.0, 18.0], shoonya_2sBSGQA87ZINDA, 5776058]
