[1545, 2000]
[section-title, [707.0, 122.0, 502.0, 49.5], KcrIf81KoY, 6490708]
[section-title, [32.0, 127.0, 417.0, 49.5], Qiw8QXTKR4, 6490708]
[contact-info, [1559.0, 143.0, 227.0, 36.0], W1D9_mbBY2, 6490708]
[paragraph, [27.0, 217.0, 622.0, 36.0], TjlZk-L02B, 6490708]
[paragraph, [27.0, 253.0, 622.0, 36.0], TjlZk-L02B, 6490708]
[paragraph, [27.0, 289.0, 622.0, 36.0], TjlZk-L02B, 6490708]
[paragraph, [27.0, 325.0, 622.0, 36.0], TjlZk-L02B, 6490708]
[paragraph, [709.0, 264.0, 542.0, 36.0], RwUJ2Nw4mI, 6490708]
[paragraph, [709.0, 300.0, 542.0, 36.0], RwUJ2Nw4mI, 6490708]
[paragraph, [709.0, 336.0, 542.0, 36.0], RwUJ2Nw4mI, 6490708]
[paragraph, [17.0, 379.0, 592.0, 36.0], daLi2yjC7a, 6490708]
[paragraph, [17.0, 415.0, 592.0, 36.0], daLi2yjC7a, 6490708]
[paragraph, [17.0, 451.0, 592.0, 36.0], daLi2yjC7a, 6490708]
[paragraph, [17.0, 487.0, 592.0, 36.0], daLi2yjC7a, 6490708]
[paragraph, [675.0, 435.0, 627.0, 36.0], ai4bLNJzvK, 6490708]
[paragraph, [675.0, 471.0, 627.0, 36.0], ai4bLNJzvK, 6490708]
[paragraph, [675.0, 507.0, 627.0, 36.0], ai4bLNJzvK, 6490708]
[paragraph, [675.0, 543.0, 627.0, 36.0], ai4bLNJzvK, 6490708]
[folio, [1484.0, 479.0, 397.0, 36.0], MsgArvvYEW, 6490708]
[folio, [1484.0, 515.0, 397.0, 36.0], MsgArvvYEW, 6490708]
[paragraph, [44.0, 532.0, 542.0, 36.0], DWfDqdcbSN, 6490708]
[paragraph, [44.0, 568.0, 542.0, 36.0], DWfDqdcbSN, 6490708]
[paragraph, [44.0, 604.0, 542.0, 36.0], DWfDqdcbSN, 6490708]
[paragraph, [44.0, 640.0, 542.0, 36.0], DWfDqdcbSN, 6490708]
[headline, [1412.0, 582.0, 547.0, 37.5], ts2SWs5I92, 6490708]
[headline, [1412.0, 619.5, 547.0, 37.5], ts2SWs5I92, 6490708]
[headline, [1412.0, 657.0, 547.0, 37.5], ts2SWs5I92, 6490708]
[headline, [1412.0, 694.5, 547.0, 37.5], ts2SWs5I92, 6490708]
[headline, [1412.0, 732.0, 547.0, 37.5], ts2SWs5I92, 6490708]
[headline, [1412.0, 769.5, 547.0, 37.5], ts2SWs5I92, 6490708]
[headline, [1412.0, 807.0, 547.0, 37.5], ts2SWs5I92, 6490708]
[headline, [1412.0, 844.5, 547.0, 37.5], ts2SWs5I92, 6490708]
[paragraph, [1417.0, 937.0, 527.0, 36.0], upOJDpt7ZO, 6490708]
[paragraph, [1417.0, 973.0, 527.0, 36.0], upOJDpt7ZO, 6490708]
[paragraph, [1417.0, 1009.0, 527.0, 36.0], upOJDpt7ZO, 6490708]
[figure-caption, [782.0, 988.0, 452.0, 36.0], v2kcEzYoWq, 6490708]
[figure-caption, [782.0, 1024.0, 452.0, 36.0], v2kcEzYoWq, 6490708]
[contact-info, [720.0, 1137.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [720.0, 1173.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [720.0, 1209.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [720.0, 1245.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [720.0, 1281.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [720.0, 1317.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [720.0, 1353.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [720.0, 1389.0, 486.0, 36.0], uf1JrBdOzs, 6490708]
[contact-info, [1514.0, 1382.0, 322.0, 36.0], VbZLXGMcNo, 6490708]
[paragraph, [359.0, 1392.0, 235.0, 36.0], yFeXJ0KVZQ, 6490708]
[contact-info, [70.0, 1407.0, 227.0, 36.0], CrITMS0ZJ8, 6490708]
