[2650, 2048]
[section-title, [344.0, 1753.0, 555.0, 79.5], shoonya_1s58GLV5ZGZ2AV, 6473590]
[paragraph, [346.0, 1873.0, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 1919.5, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 1966.0, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2012.5, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2059.0, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2105.5, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2152.0, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2198.5, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2245.0, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2291.5, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
[paragraph, [346.0, 2338.0, 1673.0, 46.5], shoonya_0sIR336RQXF2DB, 6473590]
