[1296, 864]
[chapter-title, [411.0, 47.0, 384.0, 30.0], YA1qT8KqVE, 5656156]
[chapter-title, [411.0, 77.0, 384.0, 30.0], YA1qT8KqVE, 5656156]
[chapter-title, [411.0, 107.0, 384.0, 30.0], YA1qT8KqVE, 5656156]
[chapter-title, [411.0, 137.0, 384.0, 30.0], YA1qT8KqVE, 5656156]
[chapter-title, [411.0, 167.0, 384.0, 30.0], YA1qT8KqVE, 5656156]
[section-title, [393.0, 210.0, 416.0, 30.0], 5NNCvyi14c, 5656156]
[unordered-list, [23.0, 274.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 292.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 310.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 328.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 346.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 364.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 382.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 400.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 418.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 436.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 454.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 472.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 490.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 508.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 526.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 544.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 562.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 580.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 598.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 616.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 634.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 652.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 670.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 688.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 706.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 724.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 742.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 760.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 778.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 796.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 814.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 832.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 850.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 868.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 886.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 904.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 922.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 940.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 958.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 976.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 994.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 1012.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 1030.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 1048.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 1066.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 1084.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 1102.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[unordered-list, [23.0, 1120.0, 788.0, 18.0], 1UHZVUopmz, 5656156]
[footnote, [25.0, 1196.0, 455.0, 18.0], f_WrZWBVxm, 5656156]
