[1347, 847]
[paragraph, [41.0, 33.0, 767.0, 18.0], 1BDe5SRtx_, 5660130]
[paragraph, [41.0, 51.0, 767.0, 18.0], 1BDe5SRtx_, 5660130]
[paragraph, [41.0, 69.0, 767.0, 18.0], 1BDe5SRtx_, 5660130]
[paragraph, [41.0, 87.0, 767.0, 18.0], 1BDe5SRtx_, 5660130]
[paragraph, [41.0, 105.0, 767.0, 18.0], 1BDe5SRtx_, 5660130]
[paragraph, [41.0, 123.0, 767.0, 18.0], 1BDe5SRtx_, 5660130]
[paragraph, [40.0, 142.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 160.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 178.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 196.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 214.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 232.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 250.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 268.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 286.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 304.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 322.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 340.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 358.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 376.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 394.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 412.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 430.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 448.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 466.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 484.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 502.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 520.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 538.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 556.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 574.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 592.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 610.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 628.0, 765.0, 18.0], EJw_rLDlGF, 5660130]
[paragraph, [40.0, 649.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 667.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 685.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 703.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 721.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 739.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 757.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 775.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 793.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 811.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 829.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 847.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 865.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 883.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 901.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 919.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 937.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 955.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 973.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 991.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1009.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1027.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1045.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1063.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1081.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1099.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1117.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1135.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1153.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[paragraph, [40.0, 1171.0, 770.0, 18.0], nLGfqiatSU, 5660130]
[author, [615.0, 1219.0, 177.0, 18.0], CAlYd_B4j_, 5660130]
[author, [615.0, 1237.0, 177.0, 18.0], CAlYd_B4j_, 5660130]
[folio, [4.0, 1266.0, 835.0, 18.0], efBgpe52XD, 5660130]
[folio, [4.0, 1284.0, 835.0, 18.0], efBgpe52XD, 5660130]
[folio, [4.0, 1302.0, 835.0, 18.0], efBgpe52XD, 5660130]
[website-link, [487.0, 1302.0, 203.0, 18.0], i0JhhBxUmB, 5660130]
[website-link, [153.0, 1303.0, 225.0, 18.0], s5sC4zyzPA, 5660130]
