[872, 605]
[folio, [43.0, 31.0, 78.0, 18.0], K3R0uRxpbz, 6457433]
[paragraph, [38.0, 68.0, 266.0, 18.0], shoonya_0sKLMOJM5VQ60K, 6457433]
[paragraph, [38.0, 86.0, 266.0, 18.0], shoonya_0sKLMOJM5VQ60K, 6457433]
[paragraph, [38.0, 104.0, 266.0, 18.0], shoonya_0sKLMOJM5VQ60K, 6457433]
[paragraph, [38.0, 122.0, 266.0, 18.0], shoonya_0sKLMOJM5VQ60K, 6457433]
[paragraph, [38.0, 140.0, 266.0, 18.0], shoonya_0sKLMOJM5VQ60K, 6457433]
[paragraph, [38.0, 158.0, 266.0, 18.0], shoonya_0sKLMOJM5VQ60K, 6457433]
[paragraph, [38.0, 176.0, 266.0, 18.0], shoonya_0sKLMOJM5VQ60K, 6457433]
[paragraph, [307.0, 72.0, 260.0, 18.0], LYjyJuNFm8, 6457433]
[paragraph, [307.0, 90.0, 260.0, 18.0], LYjyJuNFm8, 6457433]
[paragraph, [320.0, 109.0, 245.0, 18.0], Iayuy59N8y, 6457433]
[paragraph, [320.0, 127.0, 245.0, 18.0], Iayuy59N8y, 6457433]
[paragraph, [320.0, 145.0, 245.0, 18.0], Iayuy59N8y, 6457433]
[paragraph, [320.0, 163.0, 245.0, 18.0], Iayuy59N8y, 6457433]
[paragraph, [313.0, 181.0, 250.0, 18.0], hr8OfBE2jQ, 6457433]
[paragraph, [313.0, 199.0, 250.0, 18.0], hr8OfBE2jQ, 6457433]
[paragraph, [313.0, 217.0, 250.0, 18.0], hr8OfBE2jQ, 6457433]
[paragraph, [37.0, 206.0, 266.0, 18.0], CiqkUfogso, 6457433]
[paragraph, [37.0, 224.0, 266.0, 18.0], CiqkUfogso, 6457433]
[paragraph, [39.0, 239.0, 264.0, 18.0], C0K4HptMvF, 6457433]
[paragraph, [39.0, 257.0, 264.0, 18.0], C0K4HptMvF, 6457433]
[paragraph, [305.0, 258.0, 261.0, 18.0], aKEsyPdj1p, 6457433]
[paragraph, [305.0, 276.0, 261.0, 18.0], aKEsyPdj1p, 6457433]
[paragraph, [305.0, 294.0, 261.0, 18.0], aKEsyPdj1p, 6457433]
[paragraph, [305.0, 312.0, 261.0, 18.0], aKEsyPdj1p, 6457433]
[paragraph, [305.0, 330.0, 261.0, 18.0], aKEsyPdj1p, 6457433]
[paragraph, [305.0, 348.0, 261.0, 18.0], aKEsyPdj1p, 6457433]
[paragraph, [39.0, 275.0, 266.0, 18.0], GEIu-nVcDM, 6457433]
[paragraph, [39.0, 293.0, 266.0, 18.0], GEIu-nVcDM, 6457433]
[paragraph, [39.0, 311.0, 266.0, 18.0], GEIu-nVcDM, 6457433]
[paragraph, [54.0, 325.0, 227.0, 18.0], fO4qBpki2m, 6457433]
[paragraph, [54.0, 343.0, 227.0, 18.0], fO4qBpki2m, 6457433]
[paragraph, [54.0, 361.0, 227.0, 18.0], fO4qBpki2m, 6457433]
[paragraph, [310.0, 380.0, 244.0, 18.0], klIM4QsnFN, 6457433]
[paragraph, [310.0, 398.0, 244.0, 18.0], klIM4QsnFN, 6457433]
[paragraph, [310.0, 416.0, 244.0, 18.0], klIM4QsnFN, 6457433]
[paragraph, [36.0, 394.0, 266.0, 18.0], sm5iQ_s71E, 6457433]
[paragraph, [36.0, 412.0, 266.0, 18.0], sm5iQ_s71E, 6457433]
[paragraph, [36.0, 430.0, 266.0, 18.0], sm5iQ_s71E, 6457433]
[paragraph, [36.0, 448.0, 266.0, 18.0], sm5iQ_s71E, 6457433]
[paragraph, [36.0, 466.0, 266.0, 18.0], sm5iQ_s71E, 6457433]
[paragraph, [36.0, 484.0, 266.0, 18.0], sm5iQ_s71E, 6457433]
[paragraph, [303.0, 453.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 471.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 489.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 507.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 525.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 543.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 561.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 579.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 597.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 615.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 633.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 651.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 669.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 687.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [303.0, 705.0, 265.0, 18.0], _uFqpIRABd, 6457433]
[paragraph, [35.0, 514.0, 266.0, 18.0], BWg2N59Uyg, 6457433]
[paragraph, [35.0, 532.0, 266.0, 18.0], BWg2N59Uyg, 6457433]
[paragraph, [35.0, 550.0, 266.0, 18.0], BWg2N59Uyg, 6457433]
[paragraph, [35.0, 568.0, 266.0, 18.0], BWg2N59Uyg, 6457433]
[paragraph, [35.0, 586.0, 266.0, 18.0], BWg2N59Uyg, 6457433]
[reference, [35.0, 620.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 638.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 656.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 674.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 692.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 710.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 728.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 746.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 764.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 782.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 800.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [35.0, 818.0, 267.0, 18.0], MQtdQ3CWBi, 6457433]
[reference, [303.0, 738.0, 262.0, 18.0], LM2_8i9ppV, 6457433]
[reference, [303.0, 756.0, 262.0, 18.0], LM2_8i9ppV, 6457433]
[reference, [303.0, 774.0, 262.0, 18.0], LM2_8i9ppV, 6457433]
[reference, [303.0, 792.0, 262.0, 18.0], LM2_8i9ppV, 6457433]
[reference, [303.0, 810.0, 262.0, 18.0], LM2_8i9ppV, 6457433]
