[1625, 1211]
[paragraph, [64.0, 93.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 129.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 165.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 201.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 237.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 273.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 309.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 345.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 381.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 417.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 453.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 489.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 525.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 561.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 597.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 633.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 669.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 705.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 741.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 777.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 813.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 849.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 885.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 921.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 957.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 993.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1029.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1065.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1101.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1137.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1173.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1209.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1245.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [64.0, 1281.0, 344.0, 36.0], shoonya_1sWUS2194HSIKP, 5742631]
[paragraph, [428.0, 96.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 132.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 168.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 204.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 240.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 276.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 312.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 348.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 384.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 420.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 456.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 492.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 528.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 564.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 600.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 636.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 672.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 708.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 744.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 780.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 816.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 852.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 888.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 924.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 960.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 996.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 1032.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [428.0, 1068.0, 340.0, 36.0], f7UcHBTnwL, 5742631]
[paragraph, [790.0, 96.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 132.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 168.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 204.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 240.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 276.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 312.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 348.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 384.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 420.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 456.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 492.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 528.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 564.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 600.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 636.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 672.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 708.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 744.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 780.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[paragraph, [790.0, 816.0, 342.0, 36.0], xXXX0v1_SL, 5742631]
[section-title, [884.0, 979.0, 177.0, 49.5], Mo_stYmAQZ, 5742631]
[unordered-list, [809.0, 1076.0, 296.0, 36.0], vKrMNf1ayp, 5742631]
[unordered-list, [809.0, 1112.0, 296.0, 36.0], vKrMNf1ayp, 5742631]
[unordered-list, [809.0, 1148.0, 296.0, 36.0], vKrMNf1ayp, 5742631]
[unordered-list, [809.0, 1184.0, 296.0, 36.0], vKrMNf1ayp, 5742631]
[unordered-list, [809.0, 1220.0, 296.0, 36.0], vKrMNf1ayp, 5742631]
[unordered-list, [809.0, 1256.0, 296.0, 36.0], vKrMNf1ayp, 5742631]
[paragraph, [432.0, 1110.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1146.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1182.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1218.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1254.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1290.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1326.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1362.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1398.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [432.0, 1434.0, 339.0, 36.0], rSQDW5Nasf, 5742631]
[paragraph, [75.0, 1329.0, 334.0, 36.0], zXV6ui-3FV, 5742631]
[paragraph, [75.0, 1365.0, 334.0, 36.0], zXV6ui-3FV, 5742631]
[paragraph, [75.0, 1401.0, 334.0, 36.0], zXV6ui-3FV, 5742631]
[paragraph, [75.0, 1437.0, 334.0, 36.0], zXV6ui-3FV, 5742631]
[paragraph, [811.0, 1352.0, 326.0, 36.0], TfWpvUwgdx, 5742631]
[paragraph, [811.0, 1388.0, 326.0, 36.0], TfWpvUwgdx, 5742631]
[footnote, [749.0, 1581.0, 379.0, 36.0], xvRlq1ItA-, 5742631]
