[1200, 825]
[paragraph, [142.0, 111.0, 541.0, 18.0], shoonya_2sSVS92OE0GTQ5, 5690852]
[paragraph, [142.0, 129.0, 541.0, 18.0], shoonya_2sSVS92OE0GTQ5, 5690852]
[paragraph, [142.0, 147.0, 541.0, 18.0], shoonya_2sSVS92OE0GTQ5, 5690852]
[paragraph, [142.0, 165.0, 541.0, 18.0], shoonya_2sSVS92OE0GTQ5, 5690852]
[paragraph, [142.0, 183.0, 541.0, 18.0], shoonya_2sSVS92OE0GTQ5, 5690852]
[paragraph, [142.0, 201.0, 541.0, 18.0], shoonya_2sSVS92OE0GTQ5, 5690852]
[section-title, [144.0, 261.0, 245.0, 30.0], shoonya_4sHD4K4L5HIXD6, 5690852]
[paragraph, [145.0, 308.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 326.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 344.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 362.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 380.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 398.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 416.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 434.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 452.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 470.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 488.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 506.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 524.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 542.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 560.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 578.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 596.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 614.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 632.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 650.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 668.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 686.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 704.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 722.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [145.0, 740.0, 536.0, 18.0], shoonya_5s1MULLNPD1IDK, 5690852]
[paragraph, [143.0, 771.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 789.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 807.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 825.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 843.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 861.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 879.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 897.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 915.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 933.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 951.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 969.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 987.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 1005.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
[paragraph, [143.0, 1023.0, 540.0, 18.0], shoonya_0sJCBTU739WY89, 5690852]
