[2168, 1433]
[section-title, [610.0, 250.0, 230.0, 52.5], 183ZEH4cFv, 5655210]
[paragraph, [144.0, 465.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 501.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 537.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 573.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 609.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 645.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 681.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 717.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 753.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 789.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 825.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 861.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 897.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 933.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 969.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1005.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1041.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1077.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1113.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1149.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1185.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1221.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1257.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1293.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1329.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [144.0, 1365.0, 1174.0, 36.0], shoonya_0sFZ441Y7X3CMK, 5655210]
[paragraph, [151.0, 1450.0, 1176.0, 36.0], shoonya_4sOP2P4A67U7EP, 5655210]
[paragraph, [151.0, 1486.0, 1176.0, 36.0], shoonya_4sOP2P4A67U7EP, 5655210]
[paragraph, [151.0, 1522.0, 1176.0, 36.0], shoonya_4sOP2P4A67U7EP, 5655210]
[paragraph, [142.0, 1615.0, 1178.0, 36.0], shoonya_2sY1DNCWDM8VIP, 5655210]
[paragraph, [142.0, 1651.0, 1178.0, 36.0], shoonya_2sY1DNCWDM8VIP, 5655210]
[paragraph, [142.0, 1687.0, 1178.0, 36.0], shoonya_2sY1DNCWDM8VIP, 5655210]
[paragraph, [142.0, 1723.0, 1178.0, 36.0], shoonya_2sY1DNCWDM8VIP, 5655210]
[paragraph, [142.0, 1759.0, 1178.0, 36.0], shoonya_2sY1DNCWDM8VIP, 5655210]
[paragraph, [142.0, 1795.0, 1178.0, 36.0], shoonya_2sY1DNCWDM8VIP, 5655210]
[paragraph, [142.0, 1831.0, 1178.0, 36.0], shoonya_2sY1DNCWDM8VIP, 5655210]
[paragraph, [139.0, 1932.0, 1180.0, 36.0], shoonya_3sJ9SW6LI3M0SI, 5655210]
[paragraph, [139.0, 1968.0, 1180.0, 36.0], shoonya_3sJ9SW6LI3M0SI, 5655210]
[paragraph, [139.0, 2004.0, 1180.0, 36.0], shoonya_3sJ9SW6LI3M0SI, 5655210]
