[1372, 849]
[section-title, [360.0, 70.0, 147.0, 30.0], shoonya_0sP7CJBTO6XSW5, 5710321]
[paragraph, [50.0, 136.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 154.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 172.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 190.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 208.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 226.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 244.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 262.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 280.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 298.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 316.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 334.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 352.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 370.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 388.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
[paragraph, [50.0, 406.0, 741.0, 18.0], shoonya_1s584137IQJYTO, 5710321]
