[2342, 1656]
[chapter-title, [150.0, 60.0, 1156.0, 70.5], shoonya_4sRODBNQ1SWNX4, 5657206]
[chapter-title, [150.0, 130.5, 1156.0, 70.5], shoonya_4sRODBNQ1SWNX4, 5657206]
[chapter-title, [161.0, 61.0, 1146.0, 70.5], shoonya_3s0HL702HB2RNT, 5657206]
[chapter-title, [161.0, 131.5, 1146.0, 70.5], shoonya_3s0HL702HB2RNT, 5657206]
[section-title, [130.0, 374.0, 390.0, 52.5], gPaQdkryeM, 5657206]
[ordered-list, [70.0, 522.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 558.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 594.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 630.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 666.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 702.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 738.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 774.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 810.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 846.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 882.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 918.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 954.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 990.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 1026.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 1062.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 1098.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[ordered-list, [70.0, 1134.0, 1505.0, 36.0], OrpaFp5RN8, 5657206]
[section-title, [297.0, 1231.0, 1221.0, 52.5], KumRsDjlrq, 5657206]
[section-title, [297.0, 1283.5, 1221.0, 52.5], KumRsDjlrq, 5657206]
[section-title, [297.0, 1336.0, 1221.0, 52.5], KumRsDjlrq, 5657206]
[ordered-list, [62.0, 1413.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1449.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1485.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1521.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1557.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1593.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1629.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1665.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1701.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1737.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1773.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1809.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1845.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1881.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1917.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1953.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 1989.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 2025.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 2061.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
[ordered-list, [62.0, 2097.0, 1488.0, 36.0], 0mfnKJwXs6, 5657206]
