[1468, 909]
[headline, [387.0, 69.0, 239.0, 25.5], doEOVtn0sZ, 5770138]
[paragraph, [527.0, 128.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 146.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 164.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 182.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 200.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 218.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 236.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 254.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 272.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 290.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 308.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 326.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [527.0, 344.0, 309.0, 18.0], shoonya_0s5YILAAY9HLX0, 5770138]
[paragraph, [156.0, 134.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 152.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 170.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 188.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 206.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 224.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 242.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 260.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 278.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 296.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 314.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 332.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 350.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 368.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 386.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 404.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 422.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 440.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 458.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 476.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 494.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 512.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 530.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 548.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 566.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 584.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 602.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 620.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 638.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 656.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 674.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 692.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 710.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 728.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 746.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 764.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 782.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 800.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 818.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 836.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 854.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 872.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 890.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 908.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 926.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 944.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 962.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 980.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 998.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1016.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1034.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1052.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1070.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1088.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1106.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1124.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1142.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1160.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1178.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1196.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1214.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1232.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1250.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1268.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1286.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1304.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1322.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [156.0, 1340.0, 347.0, 18.0], nveuz-Vlw6, 5770138]
[paragraph, [510.0, 364.0, 249.0, 18.0], 2ZIwRuqakn, 5770138]
[paragraph, [537.0, 390.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [537.0, 408.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [537.0, 426.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
[paragraph, [537.0, 444.0, 304.0, 18.0], dLHRrfF6Uv, 5770138]
