[1754, 1240]
[section-title, [134.0, 229.0, 922.0, 49.5], R5lHRG3ojW, 6477939]
[sub-section-title, [134.0, 337.0, 318.0, 36.0], shoonya_5sK41Y672YUVOO, 6477939]
[paragraph, [134.0, 413.0, 967.0, 36.0], -BxEYb2b0z, 6477939]
[ordered-list, [128.0, 478.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 514.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 550.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 586.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 622.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 658.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 694.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 730.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 766.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 802.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 838.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[ordered-list, [128.0, 874.0, 1013.0, 36.0], XoGLwXNVK4, 6477939]
[unordered-list, [248.0, 587.0, 446.0, 36.0], 1oe0ktsWO4, 6477939]
[unordered-list, [248.0, 623.0, 446.0, 36.0], 1oe0ktsWO4, 6477939]
[unordered-list, [248.0, 659.0, 446.0, 36.0], 1oe0ktsWO4, 6477939]
[unordered-list, [251.0, 728.0, 850.0, 36.0], ac5yIxNSGT, 6477939]
[unordered-list, [251.0, 764.0, 850.0, 36.0], ac5yIxNSGT, 6477939]
[unordered-list, [251.0, 800.0, 850.0, 36.0], ac5yIxNSGT, 6477939]
[unordered-list, [251.0, 836.0, 850.0, 36.0], ac5yIxNSGT, 6477939]
[sub-section-title, [136.0, 942.0, 311.0, 36.0], cnlqB1EDXp, 6477939]
[ordered-list, [131.0, 1022.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1058.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1094.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1130.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1166.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1202.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1238.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1274.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1310.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1346.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1382.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1418.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1454.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1490.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1526.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1562.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1598.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[ordered-list, [131.0, 1634.0, 920.0, 36.0], XSQ8yhG1BF, 6477939]
[unordered-list, [175.0, 1059.0, 141.0, 36.0], jyNjAhEQP3, 6477939]
[unordered-list, [175.0, 1095.0, 141.0, 36.0], jyNjAhEQP3, 6477939]
[unordered-list, [175.0, 1131.0, 141.0, 36.0], jyNjAhEQP3, 6477939]
[unordered-list, [175.0, 1167.0, 141.0, 36.0], jyNjAhEQP3, 6477939]
[unordered-list, [176.0, 1276.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [176.0, 1312.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [176.0, 1348.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [176.0, 1384.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [176.0, 1420.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [176.0, 1456.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [176.0, 1492.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [176.0, 1528.0, 863.0, 36.0], 6yMCIj_o3g, 6477939]
[unordered-list, [178.0, 1602.0, 368.0, 36.0], P8j7T-m418, 6477939]
