[2084, 1289]
[chapter-title, [481.0, 425.0, 325.0, 70.5], qMIPMKjlOT, 5660204]
[paragraph, [111.0, 546.0, 1058.0, 36.0], DAfURERPOU, 5660204]
[paragraph, [111.0, 582.0, 1058.0, 36.0], DAfURERPOU, 5660204]
[section-title, [519.0, 681.0, 224.0, 52.5], shoonya_3sHUESS2RQS8P0, 5660204]
[paragraph, [123.0, 774.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 810.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 846.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 882.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 918.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 954.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 990.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 1026.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 1062.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 1098.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [123.0, 1134.0, 1046.0, 36.0], shoonya_0sES2EQEOWHY48, 5660204]
[paragraph, [117.0, 1201.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1237.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1273.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1309.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1345.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1381.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1417.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1453.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1489.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[paragraph, [117.0, 1525.0, 1058.0, 36.0], shoonya_1s6N9DWRAY5N72, 5660204]
[section-title, [391.0, 1606.0, 468.0, 52.5], AU7ul2l_Yy, 5660204]
[paragraph, [113.0, 1691.0, 1056.0, 36.0], shoonya_2sCAXV1V36EQQY, 5660204]
[paragraph, [113.0, 1727.0, 1056.0, 36.0], shoonya_2sCAXV1V36EQQY, 5660204]
[paragraph, [113.0, 1763.0, 1056.0, 36.0], shoonya_2sCAXV1V36EQQY, 5660204]
[paragraph, [113.0, 1799.0, 1056.0, 36.0], shoonya_2sCAXV1V36EQQY, 5660204]
[paragraph, [113.0, 1835.0, 1056.0, 36.0], shoonya_2sCAXV1V36EQQY, 5660204]
[folio, [632.0, 1937.0, 655.0, 36.0], shoonya_4sADL3OONI3QTA, 5660204]
[folio, [632.0, 1973.0, 655.0, 36.0], shoonya_4sADL3OONI3QTA, 5660204]
