[1267, 753]
[folio, [324.0, 80.0, 105.0, 18.0], shoonya_2sJEJPCMBRW5LY, 5700102]
[paragraph, [85.0, 128.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 146.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 164.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 182.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 200.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 218.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 236.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 254.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 272.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 290.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 308.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 326.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 344.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 362.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 380.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 398.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 416.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 434.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 452.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 470.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 488.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 506.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 524.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 542.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 560.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 578.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 596.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 614.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 632.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 650.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 668.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 686.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 704.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 722.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 740.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 758.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 776.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 794.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 812.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 830.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 848.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 866.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 884.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 902.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 920.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 938.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [85.0, 956.0, 582.0, 18.0], shoonya_1sWREHSF8MU1QJ, 5700102]
[paragraph, [86.0, 986.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1004.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1022.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1040.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1058.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1076.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1094.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1112.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1130.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1148.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
[paragraph, [86.0, 1166.0, 582.0, 18.0], shoonya_0sN6BPHPWVNT89, 5700102]
