[1437, 878]
[headline, [73.0, 68.0, 171.0, 25.5], ULWUZH0CDk, 5769856]
[sub-headline, [204.0, 118.0, 434.0, 25.5], qF7NmS-h4x, 5769856]
[sub-headline, [204.0, 143.5, 434.0, 25.5], qF7NmS-h4x, 5769856]
[sub-headline, [204.0, 169.0, 434.0, 25.5], qF7NmS-h4x, 5769856]
[author, [276.0, 207.0, 295.0, 18.0], n5FNDVQXny, 5769856]
[author, [276.0, 225.0, 295.0, 18.0], n5FNDVQXny, 5769856]
[paragraph, [437.0, 294.0, 356.0, 18.0], HeCTgbNcBQ, 5769856]
[paragraph, [437.0, 312.0, 356.0, 18.0], HeCTgbNcBQ, 5769856]
[paragraph, [437.0, 330.0, 356.0, 18.0], HeCTgbNcBQ, 5769856]
[paragraph, [437.0, 348.0, 356.0, 18.0], HeCTgbNcBQ, 5769856]
[paragraph, [437.0, 366.0, 356.0, 18.0], HeCTgbNcBQ, 5769856]
[paragraph, [75.0, 299.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 317.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 335.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 353.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 371.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 389.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 407.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 425.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 443.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 461.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 479.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 497.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 515.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 533.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 551.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 569.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 587.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 605.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 623.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 641.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 659.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 677.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 695.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 713.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 731.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 749.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 767.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [75.0, 785.0, 357.0, 18.0], kn4oTznitN, 5769856]
[paragraph, [441.0, 383.0, 352.0, 18.0], OCHJ6jsnJd, 5769856]
[paragraph, [441.0, 401.0, 352.0, 18.0], OCHJ6jsnJd, 5769856]
[paragraph, [441.0, 419.0, 352.0, 18.0], OCHJ6jsnJd, 5769856]
[paragraph, [441.0, 437.0, 352.0, 18.0], OCHJ6jsnJd, 5769856]
[paragraph, [441.0, 455.0, 352.0, 18.0], OCHJ6jsnJd, 5769856]
[paragraph, [441.0, 473.0, 352.0, 18.0], OCHJ6jsnJd, 5769856]
[paragraph, [439.0, 495.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 513.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 531.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 549.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 567.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 585.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 603.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 621.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 639.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 657.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 675.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 693.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 711.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 729.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 747.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 765.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 783.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 801.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 819.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 837.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 855.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 873.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [439.0, 891.0, 358.0, 18.0], nSq3BcgRgB, 5769856]
[paragraph, [81.0, 806.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 824.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 842.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 860.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 878.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 896.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 914.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 932.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 950.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 968.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 986.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1004.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1022.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1040.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1058.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1076.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1094.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1112.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1130.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1148.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1166.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1184.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1202.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1220.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [81.0, 1238.0, 358.0, 18.0], SbhFDtg6qt, 5769856]
[paragraph, [447.0, 904.0, 349.0, 18.0], 0YJIS0iiUd, 5769856]
[paragraph, [447.0, 922.0, 349.0, 18.0], 0YJIS0iiUd, 5769856]
[paragraph, [447.0, 940.0, 349.0, 18.0], 0YJIS0iiUd, 5769856]
[paragraph, [444.0, 957.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 975.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 993.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1011.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1029.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1047.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1065.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1083.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1101.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1119.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1137.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1155.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1173.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1191.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1209.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1227.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1245.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1263.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1281.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1299.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [444.0, 1317.0, 362.0, 18.0], mjB2kyN0iL, 5769856]
[paragraph, [87.0, 1253.0, 354.0, 18.0], S4K-PJLG3U, 5769856]
[paragraph, [87.0, 1271.0, 354.0, 18.0], S4K-PJLG3U, 5769856]
[paragraph, [87.0, 1289.0, 354.0, 18.0], S4K-PJLG3U, 5769856]
[paragraph, [87.0, 1307.0, 354.0, 18.0], S4K-PJLG3U, 5769856]
[paragraph, [87.0, 1325.0, 354.0, 18.0], S4K-PJLG3U, 5769856]
