[1818, 1374]
[paragraph, [108.0, 259.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 295.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 331.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 367.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 403.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 439.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 475.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 511.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 547.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 583.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 619.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 655.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 691.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 727.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 763.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 799.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [108.0, 835.0, 566.0, 36.0], shoonya_3s574Z32SBX8YG, 5682383]
[paragraph, [693.0, 260.0, 565.0, 36.0], P379C9lY3m, 5682383]
[paragraph, [693.0, 296.0, 565.0, 36.0], P379C9lY3m, 5682383]
[paragraph, [693.0, 332.0, 565.0, 36.0], P379C9lY3m, 5682383]
[paragraph, [693.0, 368.0, 565.0, 36.0], P379C9lY3m, 5682383]
[paragraph, [693.0, 404.0, 565.0, 36.0], P379C9lY3m, 5682383]
[paragraph, [692.0, 466.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 502.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 538.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 574.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 610.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 646.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 682.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 718.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 754.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 790.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 826.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 862.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 898.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 934.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 970.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1006.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1042.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1078.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1114.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1150.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1186.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1222.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1258.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1294.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [692.0, 1330.0, 575.0, 36.0], AZenjqJOyR, 5682383]
[paragraph, [106.0, 913.0, 566.0, 36.0], CnCdHE4jPN, 5682383]
[paragraph, [106.0, 949.0, 566.0, 36.0], CnCdHE4jPN, 5682383]
[paragraph, [106.0, 985.0, 566.0, 36.0], CnCdHE4jPN, 5682383]
[paragraph, [106.0, 1021.0, 566.0, 36.0], CnCdHE4jPN, 5682383]
[paragraph, [106.0, 1057.0, 566.0, 36.0], CnCdHE4jPN, 5682383]
[paragraph, [111.0, 1114.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [111.0, 1150.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [111.0, 1186.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [111.0, 1222.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [111.0, 1258.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [111.0, 1294.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [111.0, 1330.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [111.0, 1366.0, 563.0, 36.0], 6skHkg8p2n, 5682383]
[paragraph, [690.0, 1397.0, 575.0, 36.0], SOwT8Ec8t9, 5682383]
[paragraph, [111.0, 1440.0, 565.0, 36.0], TWXVUzUrAg, 5682383]
[paragraph, [111.0, 1476.0, 565.0, 36.0], TWXVUzUrAg, 5682383]
[paragraph, [111.0, 1512.0, 565.0, 36.0], TWXVUzUrAg, 5682383]
[paragraph, [111.0, 1548.0, 565.0, 36.0], TWXVUzUrAg, 5682383]
[paragraph, [111.0, 1584.0, 565.0, 36.0], TWXVUzUrAg, 5682383]
[paragraph, [693.0, 1476.0, 575.0, 36.0], Ykk2QjeswA, 5682383]
[paragraph, [693.0, 1512.0, 575.0, 36.0], Ykk2QjeswA, 5682383]
[paragraph, [693.0, 1548.0, 575.0, 36.0], Ykk2QjeswA, 5682383]
[paragraph, [693.0, 1584.0, 575.0, 36.0], Ykk2QjeswA, 5682383]
[paragraph, [693.0, 1620.0, 575.0, 36.0], Ykk2QjeswA, 5682383]
[paragraph, [693.0, 1656.0, 575.0, 36.0], Ykk2QjeswA, 5682383]
[paragraph, [693.0, 1692.0, 575.0, 36.0], Ykk2QjeswA, 5682383]
[paragraph, [109.0, 1641.0, 568.0, 36.0], CgrcAGhX54, 5682383]
[paragraph, [109.0, 1677.0, 568.0, 36.0], CgrcAGhX54, 5682383]
