[595, 401]
[folio, [236.0, 46.0, 110.0, 18.0], 9GBtSc92GX, 5710964]
[paragraph, [47.0, 80.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 98.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 116.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 134.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 152.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 170.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 188.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 206.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 224.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 242.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 260.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 278.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 296.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 314.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 332.0, 301.0, 18.0], shoonya_0s07OJ715RJRHB, 5710964]
[paragraph, [47.0, 350.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 368.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 386.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 404.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 422.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 440.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 458.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 476.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 494.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 512.0, 297.0, 18.0], 0d62cF87gg, 5710964]
[paragraph, [47.0, 530.0, 297.0, 18.0], 0d62cF87gg, 5710964]
