[3300, 2550]
[paragraph, [336.0, 252.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 304.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 357.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 409.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 462.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 514.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 567.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 619.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 672.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 724.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 777.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 829.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 882.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 934.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 987.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1039.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1092.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1144.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1197.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1249.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1302.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1354.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1407.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1459.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1512.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1564.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1617.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1669.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1722.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1774.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1827.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1879.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1932.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 1984.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2037.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2089.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2142.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2194.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2247.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2299.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2352.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2404.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2457.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2509.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2562.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2614.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2667.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2719.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2772.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2824.5, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
[paragraph, [336.0, 2877.0, 1960.0, 52.5], shoonya_1s6T8HA01ZV21S, 5720784]
