[1736, 1323]
[headline, [202.0, 144.0, 907.0, 37.5], shoonya_0s9SINI9YTDH62, 5771579]
[headline, [202.0, 181.5, 907.0, 37.5], shoonya_0s9SINI9YTDH62, 5771579]
[paragraph, [148.0, 228.0, 515.0, 36.0], 7okoeL_X6p, 5771579]
[paragraph, [148.0, 264.0, 515.0, 36.0], 7okoeL_X6p, 5771579]
[paragraph, [148.0, 300.0, 515.0, 36.0], 7okoeL_X6p, 5771579]
[paragraph, [148.0, 336.0, 515.0, 36.0], 7okoeL_X6p, 5771579]
[paragraph, [148.0, 372.0, 515.0, 36.0], 7okoeL_X6p, 5771579]
[paragraph, [148.0, 408.0, 515.0, 36.0], 7okoeL_X6p, 5771579]
[paragraph, [148.0, 444.0, 515.0, 36.0], 7okoeL_X6p, 5771579]
[paragraph, [145.0, 479.0, 517.0, 36.0], J7TyuGfA-q, 5771579]
[paragraph, [145.0, 515.0, 517.0, 36.0], J7TyuGfA-q, 5771579]
[paragraph, [145.0, 551.0, 517.0, 36.0], J7TyuGfA-q, 5771579]
[paragraph, [145.0, 587.0, 517.0, 36.0], J7TyuGfA-q, 5771579]
[paragraph, [145.0, 623.0, 517.0, 36.0], J7TyuGfA-q, 5771579]
[paragraph, [120.0, 681.0, 539.0, 36.0], QYk3Ythjw0, 5771579]
[paragraph, [120.0, 717.0, 539.0, 36.0], QYk3Ythjw0, 5771579]
[paragraph, [120.0, 753.0, 539.0, 36.0], QYk3Ythjw0, 5771579]
[paragraph, [659.0, 687.0, 540.0, 36.0], xEXzGTqDgU, 5771579]
[paragraph, [659.0, 723.0, 540.0, 36.0], xEXzGTqDgU, 5771579]
[paragraph, [663.0, 815.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 851.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 887.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 923.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 959.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 995.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1031.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1067.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1103.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1139.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1175.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1211.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1247.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[paragraph, [663.0, 1283.0, 544.0, 36.0], yN6i1ooYI8, 5771579]
[section-title, [143.0, 846.0, 487.0, 49.5], JgwQK20osD, 5771579]
[paragraph, [143.0, 909.0, 494.0, 36.0], F1MtONxVb1, 5771579]
[paragraph, [143.0, 945.0, 494.0, 36.0], F1MtONxVb1, 5771579]
[paragraph, [143.0, 981.0, 494.0, 36.0], F1MtONxVb1, 5771579]
[paragraph, [140.0, 1039.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [140.0, 1075.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [140.0, 1111.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [140.0, 1147.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [140.0, 1183.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [140.0, 1219.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [140.0, 1255.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [140.0, 1291.0, 497.0, 36.0], RBdjjAy6fn, 5771579]
[paragraph, [143.0, 1327.0, 501.0, 36.0], TdHVmTm8tH, 5771579]
[paragraph, [143.0, 1363.0, 501.0, 36.0], TdHVmTm8tH, 5771579]
[paragraph, [143.0, 1399.0, 501.0, 36.0], TdHVmTm8tH, 5771579]
[paragraph, [143.0, 1435.0, 501.0, 36.0], TdHVmTm8tH, 5771579]
[paragraph, [143.0, 1471.0, 501.0, 36.0], TdHVmTm8tH, 5771579]
[paragraph, [143.0, 1507.0, 501.0, 36.0], TdHVmTm8tH, 5771579]
[paragraph, [659.0, 1373.0, 557.0, 36.0], QRWeFhfE7g, 5771579]
[paragraph, [659.0, 1409.0, 557.0, 36.0], QRWeFhfE7g, 5771579]
[paragraph, [659.0, 1445.0, 557.0, 36.0], QRWeFhfE7g, 5771579]
[paragraph, [659.0, 1481.0, 557.0, 36.0], QRWeFhfE7g, 5771579]
[paragraph, [659.0, 1517.0, 557.0, 36.0], QRWeFhfE7g, 5771579]
[folio, [592.0, 1572.0, 163.0, 36.0], _DnA7-Rf5Q, 5771579]
