[1294, 975]
[chapter-title, [389.0, 64.0, 102.0, 30.0], shoonya_4sLDIOLPLP5MM8, 5775919]
[paragraph, [127.0, 97.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 115.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 133.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 151.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 169.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 187.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 205.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 223.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 241.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 259.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 277.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 295.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 313.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 331.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 349.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 367.0, 624.0, 18.0], shoonya_0s1ODNFUVAUC2V, 5775919]
[paragraph, [127.0, 390.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 408.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 426.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 444.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 462.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 480.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 498.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 516.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 534.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 552.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 570.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 588.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 606.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 624.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 642.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 660.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 678.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 696.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 714.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 732.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [127.0, 750.0, 616.0, 18.0], shoonya_2sFUTEN9JN5K54, 5775919]
[paragraph, [129.0, 774.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 792.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 810.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 828.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 846.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 864.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 882.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 900.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 918.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 936.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 954.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 972.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 990.0, 607.0, 18.0], shoonya_1sBP1R77OXX7X3, 5775919]
[paragraph, [129.0, 1021.0, 605.0, 18.0], shoonya_3sH3B75HX7FEDJ, 5775919]
[paragraph, [129.0, 1039.0, 605.0, 18.0], shoonya_3sH3B75HX7FEDJ, 5775919]
[paragraph, [129.0, 1057.0, 605.0, 18.0], shoonya_3sH3B75HX7FEDJ, 5775919]
