[567, 454]
[chapter-title, [218.0, 143.0, 202.0, 30.0], 71_IT-tvpW, 6460801]
[paragraph, [216.0, 192.0, 207.0, 18.0], shoonya_2sHTHZGSEWKU05, 6460801]
[paragraph, [216.0, 210.0, 207.0, 18.0], shoonya_2sHTHZGSEWKU05, 6460801]
[paragraph, [216.0, 228.0, 207.0, 18.0], shoonya_2sHTHZGSEWKU05, 6460801]
[paragraph, [216.0, 246.0, 207.0, 18.0], shoonya_2sHTHZGSEWKU05, 6460801]
[paragraph, [28.0, 194.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [28.0, 212.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [28.0, 230.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [28.0, 248.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [28.0, 266.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [28.0, 284.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [28.0, 302.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [28.0, 320.0, 197.0, 18.0], shoonya_1sAFFWORS0TWHB, 6460801]
[paragraph, [227.0, 268.0, 190.0, 18.0], G1NerrwOww, 6460801]
[paragraph, [227.0, 286.0, 190.0, 18.0], G1NerrwOww, 6460801]
[paragraph, [227.0, 304.0, 190.0, 18.0], G1NerrwOww, 6460801]
[paragraph, [227.0, 322.0, 190.0, 18.0], G1NerrwOww, 6460801]
[paragraph, [225.0, 341.0, 193.0, 18.0], 80GfgeHnXN, 6460801]
[paragraph, [225.0, 359.0, 193.0, 18.0], 80GfgeHnXN, 6460801]
[paragraph, [225.0, 377.0, 193.0, 18.0], 80GfgeHnXN, 6460801]
[paragraph, [225.0, 395.0, 193.0, 18.0], 80GfgeHnXN, 6460801]
[paragraph, [225.0, 413.0, 193.0, 18.0], 80GfgeHnXN, 6460801]
[paragraph, [225.0, 431.0, 193.0, 18.0], 80GfgeHnXN, 6460801]
[paragraph, [225.0, 449.0, 193.0, 18.0], 80GfgeHnXN, 6460801]
[paragraph, [28.0, 343.0, 200.0, 18.0], shoonya_3sPG3CNHDJ3KN1, 6460801]
[paragraph, [28.0, 361.0, 200.0, 18.0], shoonya_3sPG3CNHDJ3KN1, 6460801]
[paragraph, [28.0, 379.0, 200.0, 18.0], shoonya_3sPG3CNHDJ3KN1, 6460801]
[paragraph, [28.0, 397.0, 200.0, 18.0], shoonya_3sPG3CNHDJ3KN1, 6460801]
[paragraph, [28.0, 415.0, 200.0, 18.0], shoonya_3sPG3CNHDJ3KN1, 6460801]
[paragraph, [28.0, 432.0, 204.0, 18.0], inQb8oRQ7g, 6460801]
[paragraph, [28.0, 450.0, 204.0, 18.0], inQb8oRQ7g, 6460801]
[paragraph, [28.0, 468.0, 204.0, 18.0], inQb8oRQ7g, 6460801]
[paragraph, [28.0, 486.0, 204.0, 18.0], inQb8oRQ7g, 6460801]
[paragraph, [227.0, 472.0, 186.0, 18.0], cHPYCz9qhC, 6460801]
[paragraph, [227.0, 490.0, 186.0, 18.0], cHPYCz9qhC, 6460801]
[folio, [182.0, 503.0, 105.0, 18.0], nmOLGOfks7, 6460801]
[folio, [182.0, 521.0, 105.0, 18.0], nmOLGOfks7, 6460801]
