[842, 595]
[website-link, [217.0, 20.0, 151.0, 18.0], EYlrHNAV0Y, 5739526]
[paragraph, [73.0, 108.0, 221.0, 18.0], shoonya_1sPFPDGGPVPO2K, 5739526]
[paragraph, [73.0, 126.0, 221.0, 18.0], shoonya_1sPFPDGGPVPO2K, 5739526]
[paragraph, [73.0, 144.0, 221.0, 18.0], shoonya_1sPFPDGGPVPO2K, 5739526]
[paragraph, [73.0, 162.0, 221.0, 18.0], shoonya_1sPFPDGGPVPO2K, 5739526]
[paragraph, [73.0, 180.0, 221.0, 18.0], shoonya_1sPFPDGGPVPO2K, 5739526]
[paragraph, [73.0, 198.0, 221.0, 18.0], shoonya_1sPFPDGGPVPO2K, 5739526]
[paragraph, [73.0, 216.0, 221.0, 18.0], shoonya_1sPFPDGGPVPO2K, 5739526]
[paragraph, [356.0, 108.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [356.0, 126.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [356.0, 144.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [356.0, 162.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [356.0, 180.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [356.0, 198.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [356.0, 216.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [356.0, 234.0, 164.0, 18.0], 1qzeYCoKfq, 5739526]
[paragraph, [75.0, 245.0, 219.0, 18.0], O57zzA5-oa, 5739526]
[paragraph, [75.0, 263.0, 219.0, 18.0], O57zzA5-oa, 5739526]
[paragraph, [75.0, 281.0, 219.0, 18.0], O57zzA5-oa, 5739526]
[paragraph, [75.0, 299.0, 219.0, 18.0], O57zzA5-oa, 5739526]
[paragraph, [75.0, 317.0, 219.0, 18.0], O57zzA5-oa, 5739526]
[paragraph, [75.0, 335.0, 219.0, 18.0], O57zzA5-oa, 5739526]
[paragraph, [357.0, 264.0, 162.0, 18.0], eV3A7Rqv2c, 5739526]
[paragraph, [357.0, 282.0, 162.0, 18.0], eV3A7Rqv2c, 5739526]
[paragraph, [302.0, 312.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 330.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 348.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 366.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 384.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 402.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 420.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 438.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 456.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 474.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 492.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 510.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 528.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 546.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 564.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [302.0, 582.0, 219.0, 18.0], yoKIX2BWKl, 5739526]
[paragraph, [71.0, 355.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 373.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 391.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 409.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 427.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 445.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 463.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 481.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 499.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 517.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 535.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 553.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [71.0, 571.0, 222.0, 18.0], KYzFiZkFUs, 5739526]
[paragraph, [69.0, 593.0, 225.0, 18.0], shoonya_2sG9JLGWE7J5YS, 5739526]
[paragraph, [69.0, 611.0, 225.0, 18.0], shoonya_2sG9JLGWE7J5YS, 5739526]
[paragraph, [69.0, 629.0, 225.0, 18.0], shoonya_2sG9JLGWE7J5YS, 5739526]
[paragraph, [69.0, 647.0, 225.0, 18.0], shoonya_2sG9JLGWE7J5YS, 5739526]
[paragraph, [69.0, 665.0, 225.0, 18.0], shoonya_2sG9JLGWE7J5YS, 5739526]
[paragraph, [69.0, 683.0, 225.0, 18.0], shoonya_2sG9JLGWE7J5YS, 5739526]
[paragraph, [69.0, 701.0, 225.0, 18.0], shoonya_2sG9JLGWE7J5YS, 5739526]
[paragraph, [299.0, 617.0, 222.0, 18.0], D3DF919QaU, 5739526]
[paragraph, [299.0, 635.0, 222.0, 18.0], D3DF919QaU, 5739526]
[paragraph, [299.0, 653.0, 222.0, 18.0], D3DF919QaU, 5739526]
[paragraph, [299.0, 671.0, 222.0, 18.0], D3DF919QaU, 5739526]
[paragraph, [299.0, 689.0, 222.0, 18.0], D3DF919QaU, 5739526]
[paragraph, [299.0, 707.0, 222.0, 18.0], D3DF919QaU, 5739526]
