[595, 454]
[chapter-title, [284.0, 141.0, 128.0, 30.0], c6xFBKfXLd, 6460391]
[paragraph, [28.0, 195.0, 199.0, 18.0], 1XUMfXNZWu, 6460391]
[paragraph, [28.0, 213.0, 199.0, 18.0], 1XUMfXNZWu, 6460391]
[paragraph, [28.0, 231.0, 199.0, 18.0], 1XUMfXNZWu, 6460391]
[paragraph, [28.0, 249.0, 199.0, 18.0], 1XUMfXNZWu, 6460391]
[paragraph, [28.0, 267.0, 199.0, 18.0], 1XUMfXNZWu, 6460391]
[paragraph, [28.0, 285.0, 199.0, 18.0], 1XUMfXNZWu, 6460391]
[paragraph, [28.0, 303.0, 199.0, 18.0], 1XUMfXNZWu, 6460391]
[paragraph, [226.0, 195.0, 197.0, 18.0], xUMnBJ005t, 6460391]
[paragraph, [226.0, 213.0, 197.0, 18.0], xUMnBJ005t, 6460391]
[paragraph, [227.0, 236.0, 203.0, 18.0], nFg3KfbuGb, 6460391]
[paragraph, [227.0, 254.0, 203.0, 18.0], nFg3KfbuGb, 6460391]
[paragraph, [227.0, 272.0, 203.0, 18.0], nFg3KfbuGb, 6460391]
[paragraph, [227.0, 292.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 310.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 328.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 346.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 364.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 382.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 400.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 418.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [227.0, 436.0, 200.0, 18.0], ia5LBaWQeV, 6460391]
[paragraph, [26.0, 331.0, 200.0, 18.0], xpgvBr6NQ8, 6460391]
[paragraph, [26.0, 349.0, 200.0, 18.0], xpgvBr6NQ8, 6460391]
[paragraph, [26.0, 367.0, 200.0, 18.0], xpgvBr6NQ8, 6460391]
[paragraph, [26.0, 385.0, 200.0, 18.0], xpgvBr6NQ8, 6460391]
[paragraph, [26.0, 403.0, 200.0, 18.0], xpgvBr6NQ8, 6460391]
[paragraph, [26.0, 429.0, 199.0, 18.0], Sq0eifB7FK, 6460391]
[paragraph, [26.0, 447.0, 199.0, 18.0], Sq0eifB7FK, 6460391]
[paragraph, [26.0, 465.0, 199.0, 18.0], Sq0eifB7FK, 6460391]
[paragraph, [26.0, 483.0, 199.0, 18.0], Sq0eifB7FK, 6460391]
[paragraph, [26.0, 501.0, 199.0, 18.0], Sq0eifB7FK, 6460391]
[paragraph, [227.0, 467.0, 201.0, 18.0], lUeAtmYvGK, 6460391]
[paragraph, [227.0, 485.0, 201.0, 18.0], lUeAtmYvGK, 6460391]
[paragraph, [227.0, 503.0, 201.0, 18.0], lUeAtmYvGK, 6460391]
[folio, [177.0, 538.0, 60.0, 18.0], z0P3ifiUNS, 6460391]
