[1650, 1275]
[contact-info, [917.0, 89.0, 178.0, 36.0], shoonya_5s3E1P0Z47WP64, 5708487]
[contact-info, [917.0, 125.0, 178.0, 36.0], shoonya_5s3E1P0Z47WP64, 5708487]
[author, [232.0, 289.0, 406.0, 36.0], shoonya_4sKHBSQ7JZ6ST2, 5708487]
[author, [232.0, 325.0, 406.0, 36.0], shoonya_4sKHBSQ7JZ6ST2, 5708487]
[paragraph, [231.0, 448.0, 901.0, 36.0], shoonya_3s8CV3Y8N82G5D, 5708487]
[paragraph, [231.0, 484.0, 901.0, 36.0], shoonya_3s8CV3Y8N82G5D, 5708487]
[paragraph, [231.0, 520.0, 901.0, 36.0], shoonya_3s8CV3Y8N82G5D, 5708487]
[paragraph, [231.0, 556.0, 901.0, 36.0], shoonya_3s8CV3Y8N82G5D, 5708487]
[paragraph, [231.0, 592.0, 901.0, 36.0], shoonya_3s8CV3Y8N82G5D, 5708487]
[paragraph, [232.0, 671.0, 899.0, 36.0], shoonya_2sLXEIGDO1JV81, 5708487]
[paragraph, [232.0, 707.0, 899.0, 36.0], shoonya_2sLXEIGDO1JV81, 5708487]
[paragraph, [232.0, 743.0, 899.0, 36.0], shoonya_2sLXEIGDO1JV81, 5708487]
[paragraph, [232.0, 779.0, 899.0, 36.0], shoonya_2sLXEIGDO1JV81, 5708487]
[paragraph, [232.0, 815.0, 899.0, 36.0], shoonya_2sLXEIGDO1JV81, 5708487]
[paragraph, [232.0, 851.0, 899.0, 36.0], shoonya_2sLXEIGDO1JV81, 5708487]
[paragraph, [232.0, 887.0, 899.0, 36.0], shoonya_2sLXEIGDO1JV81, 5708487]
[paragraph, [231.0, 941.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 977.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1013.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1049.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1085.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1121.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1157.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1193.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1229.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1265.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1301.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1337.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
[paragraph, [231.0, 1373.0, 902.0, 36.0], shoonya_0sDK3Y7Y7D8QZY, 5708487]
