[1300, 900]
[folio, [337.0, 41.0, 246.0, 18.0], zhe_vukxNI, 5731451]
[paragraph, [108.0, 100.0, 562.0, 18.0], Hz1sTg3h1x, 5731451]
[paragraph, [108.0, 118.0, 562.0, 18.0], Hz1sTg3h1x, 5731451]
[paragraph, [215.0, 151.0, 479.0, 18.0], shoonya_2sLLYF5ZF1P5XF, 5731451]
[paragraph, [215.0, 169.0, 479.0, 18.0], shoonya_2sLLYF5ZF1P5XF, 5731451]
[paragraph, [215.0, 187.0, 479.0, 18.0], shoonya_2sLLYF5ZF1P5XF, 5731451]
[paragraph, [215.0, 205.0, 479.0, 18.0], shoonya_2sLLYF5ZF1P5XF, 5731451]
[paragraph, [653.0, 237.0, 144.0, 18.0], lDh8D4OS9V, 5731451]
[paragraph, [111.0, 278.0, 693.0, 18.0], shoonya_4sD4J556QGZP2E, 5731451]
[paragraph, [111.0, 296.0, 693.0, 18.0], shoonya_4sD4J556QGZP2E, 5731451]
[paragraph, [111.0, 314.0, 693.0, 18.0], shoonya_4sD4J556QGZP2E, 5731451]
[paragraph, [111.0, 332.0, 693.0, 18.0], shoonya_4sD4J556QGZP2E, 5731451]
[paragraph, [111.0, 350.0, 693.0, 18.0], shoonya_4sD4J556QGZP2E, 5731451]
[paragraph, [111.0, 368.0, 693.0, 18.0], shoonya_4sD4J556QGZP2E, 5731451]
[paragraph, [217.0, 398.0, 479.0, 18.0], k_4FHFGCTB, 5731451]
[paragraph, [217.0, 416.0, 479.0, 18.0], k_4FHFGCTB, 5731451]
[paragraph, [217.0, 434.0, 479.0, 18.0], k_4FHFGCTB, 5731451]
[paragraph, [217.0, 452.0, 479.0, 18.0], k_4FHFGCTB, 5731451]
[paragraph, [645.0, 489.0, 153.0, 18.0], shoonya_5sKVT97II62O8K, 5731451]
[paragraph, [105.0, 525.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 543.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 561.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 579.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 597.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 615.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 633.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 651.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 669.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 687.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [105.0, 705.0, 699.0, 18.0], shoonya_3sV3F0HPDGO8AD, 5731451]
[paragraph, [106.0, 735.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 753.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 771.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 789.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 807.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 825.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 843.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 861.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 879.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 897.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 915.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 933.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 951.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 969.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 987.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 1005.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 1023.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 1041.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 1059.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [106.0, 1077.0, 696.0, 18.0], shoonya_0sRGJ1FO99ZV4F, 5731451]
[paragraph, [105.0, 1110.0, 698.0, 18.0], shoonya_1sM7XQG9Y9SPP6, 5731451]
