[1241, 827]
[folio, [372.0, 52.0, 305.0, 18.0], TmN_T-ewX1, 6477494]
[folio, [372.0, 70.0, 305.0, 18.0], TmN_T-ewX1, 6477494]
[paragraph, [111.0, 141.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 159.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 177.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 195.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 213.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 231.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 249.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 267.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 285.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 303.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 321.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 339.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 357.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 375.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[paragraph, [111.0, 393.0, 633.0, 18.0], shoonya_1sOQIDTLNE926F, 6477494]
[section-title, [107.0, 440.0, 225.0, 30.0], j_Q3SyvXHu, 6477494]
[paragraph, [111.0, 480.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 498.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 516.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 534.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 552.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 570.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 588.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 606.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 624.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 642.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 660.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 678.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 696.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 714.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 732.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 750.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 768.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 786.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[paragraph, [111.0, 804.0, 631.0, 18.0], shoonya_0sJXHDTTNMBYPK, 6477494]
[section-title, [110.0, 842.0, 264.0, 30.0], ersR2x4Red, 6477494]
[paragraph, [106.0, 881.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 899.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 917.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 935.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 953.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 971.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 989.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 1007.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 1025.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 1043.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 1061.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [106.0, 1079.0, 638.0, 18.0], y9g9id9k2z, 6477494]
[paragraph, [372.0, 1116.0, 372.0, 18.0], eMwy_00a5_, 6477494]
[paragraph, [112.0, 1147.0, 316.0, 18.0], uUWcf69U5w, 6477494]
