[1755, 1241]
[chapter-title, [445.0, 121.0, 330.0, 58.5], shoonya_10sBVG81X5PA4M, 5708524]
[paragraph, [141.0, 273.0, 958.0, 36.0], shoonya_1s9YPWISN201CL, 5708524]
[ordered-list, [217.0, 346.0, 244.0, 36.0], -8K2DiSG8-, 5708524]
[ordered-list, [217.0, 382.0, 244.0, 36.0], -8K2DiSG8-, 5708524]
[ordered-list, [217.0, 418.0, 244.0, 36.0], -8K2DiSG8-, 5708524]
[ordered-list, [217.0, 454.0, 244.0, 36.0], -8K2DiSG8-, 5708524]
[ordered-list, [210.0, 564.0, 901.0, 36.0], 61EGiPDex1, 5708524]
[ordered-list, [210.0, 600.0, 901.0, 36.0], 61EGiPDex1, 5708524]
[ordered-list, [210.0, 636.0, 901.0, 36.0], 61EGiPDex1, 5708524]
[ordered-list, [210.0, 672.0, 901.0, 36.0], 61EGiPDex1, 5708524]
[ordered-list, [210.0, 708.0, 901.0, 36.0], 61EGiPDex1, 5708524]
[ordered-list, [210.0, 744.0, 901.0, 36.0], 61EGiPDex1, 5708524]
[ordered-list, [210.0, 780.0, 901.0, 36.0], 61EGiPDex1, 5708524]
[paragraph, [143.0, 905.0, 956.0, 36.0], shoonya_4s7MF19FUX43TW, 5708524]
[paragraph, [143.0, 941.0, 956.0, 36.0], shoonya_4s7MF19FUX43TW, 5708524]
[paragraph, [144.0, 1010.0, 952.0, 36.0], shoonya_5sNGYJK1ZU3WDD, 5708524]
[paragraph, [140.0, 1133.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1169.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1205.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1241.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1277.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1313.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1349.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1385.0, 958.0, 36.0], shoonya_0sZL7W7JQL2XQT, 5708524]
[paragraph, [140.0, 1503.0, 961.0, 36.0], shoonya_3sCUA26HCNCKGQ, 5708524]
[paragraph, [140.0, 1539.0, 961.0, 36.0], shoonya_3sCUA26HCNCKGQ, 5708524]
