[4767, 3325]
[folio, [1749.0, 369.0, 976.0, 52.5], 6QUNZwuAT5, 5709943]
[folio, [1749.0, 421.5, 976.0, 52.5], 6QUNZwuAT5, 5709943]
[quote, [585.0, 539.0, 369.0, 52.5], shoonya_0s8LDU69USG37K, 5709943]
[quote, [585.0, 591.5, 369.0, 52.5], shoonya_0s8LDU69USG37K, 5709943]
[paragraph, [356.0, 657.0, 2404.0, 52.5], MPWce-pGRi, 5709943]
[paragraph, [356.0, 709.5, 2404.0, 52.5], MPWce-pGRi, 5709943]
[paragraph, [356.0, 762.0, 2404.0, 52.5], MPWce-pGRi, 5709943]
[paragraph, [356.0, 814.5, 2404.0, 52.5], MPWce-pGRi, 5709943]
[paragraph, [356.0, 867.0, 2404.0, 52.5], MPWce-pGRi, 5709943]
[paragraph, [356.0, 919.5, 2404.0, 52.5], MPWce-pGRi, 5709943]
[paragraph, [356.0, 972.0, 2404.0, 52.5], MPWce-pGRi, 5709943]
[paragraph, [356.0, 1013.0, 2399.0, 52.5], aJT6pJXVP3, 5709943]
[paragraph, [356.0, 1065.5, 2399.0, 52.5], aJT6pJXVP3, 5709943]
[paragraph, [356.0, 1118.0, 2399.0, 52.5], aJT6pJXVP3, 5709943]
[paragraph, [356.0, 1170.5, 2399.0, 52.5], aJT6pJXVP3, 5709943]
[quote, [366.0, 1241.0, 2394.0, 52.5], q_0sW1GQOZ, 5709943]
[quote, [366.0, 1293.5, 2394.0, 52.5], q_0sW1GQOZ, 5709943]
[quote, [366.0, 1346.0, 2394.0, 52.5], q_0sW1GQOZ, 5709943]
[quote, [366.0, 1398.5, 2394.0, 52.5], q_0sW1GQOZ, 5709943]
[paragraph, [380.0, 1478.0, 2394.0, 52.5], AcZxoksvWw, 5709943]
[paragraph, [380.0, 1530.5, 2394.0, 52.5], AcZxoksvWw, 5709943]
[paragraph, [380.0, 1583.0, 2394.0, 52.5], AcZxoksvWw, 5709943]
[paragraph, [380.0, 1635.5, 2394.0, 52.5], AcZxoksvWw, 5709943]
[quote, [588.0, 1715.0, 1692.0, 52.5], 0D4hAhttTl, 5709943]
[quote, [588.0, 1767.5, 1692.0, 52.5], 0D4hAhttTl, 5709943]
[quote, [395.0, 1839.0, 2355.0, 52.5], g9Iu-jttdq, 5709943]
[quote, [395.0, 1891.5, 2355.0, 52.5], g9Iu-jttdq, 5709943]
[quote, [395.0, 1944.0, 2355.0, 52.5], g9Iu-jttdq, 5709943]
[quote, [395.0, 1996.5, 2355.0, 52.5], g9Iu-jttdq, 5709943]
[quote, [395.0, 2049.0, 2355.0, 52.5], g9Iu-jttdq, 5709943]
[paragraph, [385.0, 2096.0, 2365.0, 52.5], 7dUthxZb9l, 5709943]
[paragraph, [385.0, 2148.5, 2365.0, 52.5], 7dUthxZb9l, 5709943]
[paragraph, [385.0, 2201.0, 2365.0, 52.5], 7dUthxZb9l, 5709943]
[paragraph, [385.0, 2253.5, 2365.0, 52.5], 7dUthxZb9l, 5709943]
[paragraph, [588.0, 2319.0, 1053.0, 52.5], y1YiqPSIYx, 5709943]
[paragraph, [588.0, 2371.5, 1053.0, 52.5], y1YiqPSIYx, 5709943]
[paragraph, [385.0, 2428.0, 2365.0, 52.5], Ipsd9cShMQ, 5709943]
[paragraph, [385.0, 2480.5, 2365.0, 52.5], Ipsd9cShMQ, 5709943]
[paragraph, [385.0, 2533.0, 2365.0, 52.5], Ipsd9cShMQ, 5709943]
[paragraph, [385.0, 2585.5, 2365.0, 52.5], Ipsd9cShMQ, 5709943]
[quote, [331.0, 2640.0, 2424.0, 52.5], IFM4IpE7cb, 5709943]
[quote, [331.0, 2692.5, 2424.0, 52.5], IFM4IpE7cb, 5709943]
[quote, [331.0, 2745.0, 2424.0, 52.5], IFM4IpE7cb, 5709943]
[quote, [331.0, 2797.5, 2424.0, 52.5], IFM4IpE7cb, 5709943]
[quote, [593.0, 2882.0, 875.0, 52.5], ALfLAgp0AN, 5709943]
[quote, [593.0, 2934.5, 875.0, 52.5], ALfLAgp0AN, 5709943]
[paragraph, [628.0, 3021.0, 1138.0, 52.5], CzQ1p2ach5, 5709943]
[paragraph, [628.0, 3073.5, 1138.0, 52.5], CzQ1p2ach5, 5709943]
[quote, [623.0, 3140.0, 1113.0, 52.5], vVi5-uzVU1, 5709943]
[quote, [623.0, 3192.5, 1113.0, 52.5], vVi5-uzVU1, 5709943]
[paragraph, [588.0, 3263.0, 1647.0, 52.5], c4dK1eNt6X, 5709943]
[paragraph, [588.0, 3315.5, 1647.0, 52.5], c4dK1eNt6X, 5709943]
[quote, [390.0, 3377.0, 2345.0, 52.5], mLf9nBjNhR, 5709943]
[quote, [390.0, 3429.5, 2345.0, 52.5], mLf9nBjNhR, 5709943]
[quote, [390.0, 3482.0, 2345.0, 52.5], mLf9nBjNhR, 5709943]
[quote, [390.0, 3534.5, 2345.0, 52.5], mLf9nBjNhR, 5709943]
[paragraph, [623.0, 3614.0, 989.0, 52.5], j-H9mOCIer, 5709943]
[paragraph, [623.0, 3666.5, 989.0, 52.5], j-H9mOCIer, 5709943]
[quote, [598.0, 3713.0, 1429.0, 52.5], i2h919RI_t, 5709943]
[quote, [598.0, 3765.5, 1429.0, 52.5], i2h919RI_t, 5709943]
[quote, [598.0, 3818.0, 1429.0, 52.5], i2h919RI_t, 5709943]
[paragraph, [623.0, 3867.0, 945.0, 52.5], a3cGNunhsc, 5709943]
[paragraph, [623.0, 3919.5, 945.0, 52.5], a3cGNunhsc, 5709943]
[quote, [519.0, 3970.0, 1880.0, 52.5], -j5Ktl0eIx, 5709943]
[quote, [519.0, 4022.5, 1880.0, 52.5], -j5Ktl0eIx, 5709943]
[folio, [2473.0, 4045.0, 301.0, 52.5], zUiXDZ_fDU, 5709943]
[folio, [2473.0, 4097.5, 301.0, 52.5], zUiXDZ_fDU, 5709943]
