[3960, 3060]
[paragraph, [460.0, 304.0, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 356.5, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 409.0, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 461.5, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 514.0, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 566.5, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 619.0, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 671.5, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 724.0, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [460.0, 776.5, 2319.0, 52.5], shoonya_1sCFD2UP2HDGGZ, 5699154]
[paragraph, [443.0, 834.0, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 886.5, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 939.0, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 991.5, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1044.0, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1096.5, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1149.0, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1201.5, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1254.0, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1306.5, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1359.0, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1411.5, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1464.0, 2344.0, 52.5], shoonya_0sI6XNDGYT8IJ0, 5699154]
[paragraph, [443.0, 1540.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1592.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1645.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1697.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1750.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1802.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1855.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1907.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 1960.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2012.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2065.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2117.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2170.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2222.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2275.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2327.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2380.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2432.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2485.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2537.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2590.0, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[paragraph, [443.0, 2642.5, 2358.0, 52.5], shoonya_2sW77FIMP9T5JR, 5699154]
[answer, [495.0, 2864.0, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 2916.5, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 2969.0, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3021.5, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3074.0, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3126.5, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3179.0, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3231.5, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3284.0, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3336.5, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3389.0, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3441.5, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
[answer, [495.0, 3494.0, 2273.0, 52.5], shoonya_3sOP0TO3F6LS50, 5699154]
