[1387, 987]
[paragraph, [31.0, 82.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 100.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 118.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 136.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 154.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 172.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 190.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 208.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 226.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [31.0, 244.0, 896.0, 18.0], shoonya_0sEV1XJ9Y8B08G, 5652607]
[paragraph, [49.0, 282.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 300.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 318.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 336.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 354.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 372.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 390.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 408.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 426.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 444.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 462.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 480.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 498.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 516.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 534.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 552.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 570.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 588.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 606.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 624.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 642.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [49.0, 660.0, 908.0, 18.0], 6v_Z2lbDbP, 5652607]
[paragraph, [87.0, 690.0, 639.0, 18.0], AgFc6WzVn3, 5652607]
[paragraph, [87.0, 708.0, 639.0, 18.0], AgFc6WzVn3, 5652607]
[paragraph, [87.0, 726.0, 639.0, 18.0], AgFc6WzVn3, 5652607]
[paragraph, [54.0, 763.0, 550.0, 18.0], p26wx0Bjx6, 5652607]
[paragraph, [54.0, 781.0, 550.0, 18.0], p26wx0Bjx6, 5652607]
[paragraph, [54.0, 799.0, 550.0, 18.0], p26wx0Bjx6, 5652607]
[paragraph, [52.0, 829.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 847.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 865.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 883.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 901.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 919.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 937.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 955.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 973.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 991.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 1009.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 1027.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 1045.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 1063.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 1081.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [52.0, 1099.0, 841.0, 18.0], NJtqtmXuJU, 5652607]
[paragraph, [41.0, 1124.0, 844.0, 18.0], T5zoCfKI7e, 5652607]
[paragraph, [41.0, 1142.0, 844.0, 18.0], T5zoCfKI7e, 5652607]
[paragraph, [41.0, 1160.0, 844.0, 18.0], T5zoCfKI7e, 5652607]
