[1063, 680]
[chapter-title, [80.0, 239.0, 320.0, 30.0], shoonya_0s2QDDD7GQURVJ, 5740177]
[chapter-title, [80.0, 269.0, 320.0, 30.0], shoonya_0s2QDDD7GQURVJ, 5740177]
[paragraph, [69.0, 323.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 341.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 359.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 377.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 395.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 413.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 431.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 449.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 467.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 485.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 503.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 521.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 539.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 557.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 575.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 593.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 611.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 629.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [69.0, 647.0, 539.0, 18.0], shoonya_2s1X6DVE1C3QN7, 5740177]
[paragraph, [70.0, 699.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 717.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 735.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 753.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 771.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 789.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 807.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 825.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 843.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 861.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 879.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 897.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 915.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 933.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[paragraph, [70.0, 951.0, 543.0, 18.0], shoonya_1sT8DE1Z9P1IY4, 5740177]
[footnote, [461.0, 1019.0, 179.0, 18.0], 3C49kuZdrT, 5740177]
