[1755, 1241]
[flag, [527.0, 489.0, 486.0, 36.0], shoonya_0sMVFQUWKUGICR, 5704954]
[flag, [527.0, 525.0, 486.0, 36.0], shoonya_0sMVFQUWKUGICR, 5704954]
[flag, [527.0, 561.0, 486.0, 36.0], shoonya_0sMVFQUWKUGICR, 5704954]
[flag, [527.0, 597.0, 486.0, 36.0], shoonya_0sMVFQUWKUGICR, 5704954]
[flag, [527.0, 633.0, 486.0, 36.0], shoonya_0sMVFQUWKUGICR, 5704954]
[flag, [527.0, 669.0, 486.0, 36.0], shoonya_0sMVFQUWKUGICR, 5704954]
[contact-info, [660.0, 820.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [660.0, 856.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [660.0, 892.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [660.0, 928.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [660.0, 964.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [660.0, 1000.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [660.0, 1036.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [660.0, 1072.0, 345.0, 36.0], s9zGyci2Um, 5704954]
[contact-info, [235.0, 827.0, 344.0, 36.0], vzqlB0n9XP, 5704954]
[contact-info, [235.0, 863.0, 344.0, 36.0], vzqlB0n9XP, 5704954]
[contact-info, [235.0, 899.0, 344.0, 36.0], vzqlB0n9XP, 5704954]
[contact-info, [235.0, 935.0, 344.0, 36.0], vzqlB0n9XP, 5704954]
[contact-info, [235.0, 971.0, 344.0, 36.0], vzqlB0n9XP, 5704954]
[contact-info, [223.0, 1297.0, 788.0, 36.0], HNi5c6JZrE, 5704954]
[contact-info, [223.0, 1333.0, 788.0, 36.0], HNi5c6JZrE, 5704954]
[contact-info, [223.0, 1369.0, 788.0, 36.0], HNi5c6JZrE, 5704954]
[website-link, [145.0, 1550.0, 295.0, 18.0], shoonya_1s4HVXNHQS52IB, 5704954]
