[3300, 2550]
[paragraph, [283.0, 269.0, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 321.5, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 374.0, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 426.5, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 479.0, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 531.5, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 584.0, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 636.5, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 689.0, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 741.5, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 794.0, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 846.5, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 899.0, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 951.5, 2002.0, 52.5], shoonya_1sQBNYVTI253AR, 5720403]
[paragraph, [283.0, 1068.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1120.5, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1173.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1225.5, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1278.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1330.5, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1383.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1435.5, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1488.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1540.5, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1593.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1645.5, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1698.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1750.5, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1803.0, 2001.0, 52.5], ug94xtQHGj, 5720403]
[paragraph, [283.0, 1928.0, 1982.0, 52.5], 5bzrxBMN50, 5720403]
[paragraph, [283.0, 1980.5, 1982.0, 52.5], 5bzrxBMN50, 5720403]
[paragraph, [283.0, 2033.0, 1982.0, 52.5], 5bzrxBMN50, 5720403]
[paragraph, [274.0, 2152.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2204.5, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2257.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2309.5, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2362.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2414.5, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2467.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2519.5, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2572.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2624.5, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2677.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2729.5, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2782.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2834.5, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2887.0, 2001.0, 52.5], SL48PUYILp, 5720403]
[paragraph, [274.0, 2939.5, 2001.0, 52.5], SL48PUYILp, 5720403]
