[2200, 1700]
[section-title, [286.0, 229.0, 190.0, 52.5], shoonya_3sHHNMBUAGGL7M, 5686139]
[paragraph, [280.0, 324.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 360.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 396.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 432.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 468.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 504.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 540.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 576.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 612.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 648.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 684.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 720.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 756.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 792.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 828.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 864.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 900.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 936.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[paragraph, [280.0, 972.0, 1142.0, 36.0], shoonya_1s3EHPAQ0WWBUV, 5686139]
[section-title, [280.0, 1063.0, 216.0, 52.5], shoonya_2s79AY27I0QT7M, 5686139]
[paragraph, [276.0, 1160.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1196.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1232.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1268.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1304.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1340.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1376.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1412.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1448.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1484.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1520.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1556.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1592.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1628.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1664.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1700.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1736.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1772.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
[paragraph, [276.0, 1808.0, 1146.0, 36.0], shoonya_0sTFQ2H5W59J90, 5686139]
