[1350, 900]
[folio, [192.0, 195.0, 204.0, 18.0], vIf6UpyUu1, 5759640]
[paragraph, [166.0, 238.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 256.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 274.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 292.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 310.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 328.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 346.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 364.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 382.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 400.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 418.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 436.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 454.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 472.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 490.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 508.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 526.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 544.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 562.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 580.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [166.0, 598.0, 564.0, 18.0], shoonya_1sJSHY2LCETVRR, 5759640]
[paragraph, [170.0, 632.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 650.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 668.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 686.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 704.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 722.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 740.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 758.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 776.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 794.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 812.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 830.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 848.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 866.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 884.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [170.0, 902.0, 561.0, 18.0], EXjDXLAorJ, 5759640]
[paragraph, [172.0, 931.0, 561.0, 18.0], gbULNiV8fX, 5759640]
[paragraph, [172.0, 949.0, 561.0, 18.0], gbULNiV8fX, 5759640]
[paragraph, [172.0, 967.0, 561.0, 18.0], gbULNiV8fX, 5759640]
[paragraph, [172.0, 985.0, 561.0, 18.0], gbULNiV8fX, 5759640]
[paragraph, [172.0, 1003.0, 561.0, 18.0], gbULNiV8fX, 5759640]
[paragraph, [172.0, 1021.0, 561.0, 18.0], gbULNiV8fX, 5759640]
[paragraph, [172.0, 1043.0, 560.0, 18.0], 1zLEgtf9Xw, 5759640]
[paragraph, [172.0, 1061.0, 560.0, 18.0], 1zLEgtf9Xw, 5759640]
[paragraph, [172.0, 1079.0, 560.0, 18.0], 1zLEgtf9Xw, 5759640]
[paragraph, [172.0, 1097.0, 560.0, 18.0], 1zLEgtf9Xw, 5759640]
