[2717, 1772]
[folio, [624.0, 230.0, 476.0, 46.5], Jx8Yb7Ajj3, 5721489]
[paragraph, [218.0, 337.0, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [218.0, 383.5, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [218.0, 430.0, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [218.0, 476.5, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [218.0, 523.0, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [218.0, 569.5, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [218.0, 616.0, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [218.0, 662.5, 1344.0, 46.5], shoonya_0sUGU964E3573H, 5721489]
[paragraph, [223.0, 732.0, 1326.0, 46.5], ItyBphhr9p, 5721489]
[paragraph, [223.0, 778.5, 1326.0, 46.5], ItyBphhr9p, 5721489]
[paragraph, [223.0, 825.0, 1326.0, 46.5], ItyBphhr9p, 5721489]
[paragraph, [212.0, 899.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 945.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 992.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1038.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1085.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1131.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1178.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1224.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1271.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1317.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1364.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1410.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1457.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1503.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1550.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1596.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1643.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1689.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1736.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1782.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1829.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1875.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1922.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 1968.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2015.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2061.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2108.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2154.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2201.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2247.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2294.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2340.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2387.0, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
[paragraph, [212.0, 2433.5, 1355.0, 46.5], shoonya_1sHGDUGBIQFYY1, 5721489]
