[1755, 1240]
[section-title, [225.0, 160.0, 870.0, 49.5], shoonya_2sI91109ZLD74Z, 5693496]
[author, [295.0, 264.0, 325.0, 36.0], shoonya_4s37Z54914WRKQ, 5693496]
[paragraph, [215.0, 334.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 370.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 406.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 442.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 478.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 514.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 550.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 586.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 622.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 658.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 694.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 730.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 766.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 802.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 838.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 874.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[paragraph, [215.0, 910.0, 886.0, 36.0], shoonya_1sX8UN6SY8W92V, 5693496]
[section-title, [222.0, 1005.0, 879.0, 49.5], shoonya_5sRZRIB7GJLAF2, 5693496]
[author, [292.0, 1111.0, 238.0, 36.0], shoonya_6s86XO4ENS42ET, 5693496]
[paragraph, [216.0, 1182.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1218.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1254.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1290.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1326.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1362.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1398.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1434.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1470.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
[paragraph, [216.0, 1506.0, 888.0, 36.0], shoonya_0sLAICM1WXSFOK, 5693496]
