[1226, 792]
[section-title, [49.0, 95.0, 227.0, 30.0], shoonya_5sTYKL5A9TIJCA, 5700782]
[paragraph, [52.0, 127.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[paragraph, [52.0, 145.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[paragraph, [52.0, 163.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[paragraph, [52.0, 181.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[paragraph, [52.0, 199.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[paragraph, [52.0, 217.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[paragraph, [52.0, 235.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[paragraph, [52.0, 253.0, 667.0, 18.0], shoonya_2sVO3UTA47CJLS, 5700782]
[ordered-list, [52.0, 290.0, 561.0, 18.0], e-xKGK3MRE, 5700782]
[ordered-list, [52.0, 308.0, 561.0, 18.0], e-xKGK3MRE, 5700782]
[ordered-list, [52.0, 326.0, 561.0, 18.0], e-xKGK3MRE, 5700782]
[ordered-list, [52.0, 344.0, 561.0, 18.0], e-xKGK3MRE, 5700782]
[ordered-list, [52.0, 362.0, 561.0, 18.0], e-xKGK3MRE, 5700782]
[paragraph, [49.0, 403.0, 420.0, 18.0], shoonya_7sWTN6YJ3HP5Y1, 5700782]
[paragraph, [48.0, 434.0, 619.0, 18.0], -Drbc-8gvQ, 5700782]
[paragraph, [48.0, 452.0, 619.0, 18.0], -Drbc-8gvQ, 5700782]
[paragraph, [49.0, 488.0, 661.0, 18.0], UNygo-8JQt, 5700782]
[paragraph, [49.0, 506.0, 661.0, 18.0], UNygo-8JQt, 5700782]
[paragraph, [127.0, 543.0, 310.0, 18.0], GKseWo4_2i, 5700782]
[paragraph, [47.0, 568.0, 675.0, 18.0], shoonya_4sHPOK122O0VXE, 5700782]
[paragraph, [47.0, 586.0, 675.0, 18.0], shoonya_4sHPOK122O0VXE, 5700782]
[paragraph, [47.0, 604.0, 675.0, 18.0], shoonya_4sHPOK122O0VXE, 5700782]
[paragraph, [52.0, 625.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 643.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 661.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 679.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 697.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 715.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 733.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 751.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 769.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [52.0, 787.0, 666.0, 18.0], shoonya_1sO29KW3Y3SNZS, 5700782]
[paragraph, [55.0, 812.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 830.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 848.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 866.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 884.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 902.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 920.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 938.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 956.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [55.0, 974.0, 663.0, 18.0], shoonya_0s147AXI58ZFXI, 5700782]
[paragraph, [57.0, 1024.0, 665.0, 18.0], shoonya_3sTL8ZAI386P03, 5700782]
[paragraph, [57.0, 1042.0, 665.0, 18.0], shoonya_3sTL8ZAI386P03, 5700782]
[paragraph, [57.0, 1060.0, 665.0, 18.0], shoonya_3sTL8ZAI386P03, 5700782]
[paragraph, [57.0, 1078.0, 665.0, 18.0], shoonya_3sTL8ZAI386P03, 5700782]
[paragraph, [57.0, 1096.0, 665.0, 18.0], shoonya_3sTL8ZAI386P03, 5700782]
[paragraph, [57.0, 1114.0, 665.0, 18.0], shoonya_3sTL8ZAI386P03, 5700782]
