[975, 571]
[chapter-title, [119.0, 23.0, 281.0, 30.0], kyzs9XqcE9, 5775809]
[paragraph, [5.0, 50.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [5.0, 68.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [5.0, 86.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [5.0, 104.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [5.0, 122.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [5.0, 140.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [5.0, 158.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [5.0, 176.0, 523.0, 18.0], shoonya_2sFQTKV4BW4BLG, 5775809]
[paragraph, [13.0, 166.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 184.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 202.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 220.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 238.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 256.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 274.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 292.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [13.0, 310.0, 521.0, 18.0], shoonya_1sSNPA87V64NCT, 5775809]
[paragraph, [18.0, 303.0, 518.0, 18.0], shoonya_5s8WH5JC6M1IWA, 5775809]
[paragraph, [18.0, 321.0, 518.0, 18.0], shoonya_5s8WH5JC6M1IWA, 5775809]
[paragraph, [18.0, 339.0, 518.0, 18.0], shoonya_5s8WH5JC6M1IWA, 5775809]
[paragraph, [18.0, 357.0, 518.0, 18.0], shoonya_5s8WH5JC6M1IWA, 5775809]
[paragraph, [18.0, 375.0, 518.0, 18.0], shoonya_5s8WH5JC6M1IWA, 5775809]
[paragraph, [18.0, 393.0, 518.0, 18.0], shoonya_5s8WH5JC6M1IWA, 5775809]
[paragraph, [18.0, 411.0, 518.0, 18.0], shoonya_5s8WH5JC6M1IWA, 5775809]
[paragraph, [25.0, 399.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 417.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 435.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 453.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 471.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 489.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 507.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 525.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 543.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 561.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 579.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 597.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 615.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 633.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 651.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 669.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [25.0, 687.0, 522.0, 18.0], shoonya_0sAXRAVNC8SGGI, 5775809]
[paragraph, [43.0, 670.0, 512.0, 18.0], shoonya_4sXWGNFVTWUTD0, 5775809]
[paragraph, [43.0, 688.0, 512.0, 18.0], shoonya_4sXWGNFVTWUTD0, 5775809]
[paragraph, [43.0, 706.0, 512.0, 18.0], shoonya_4sXWGNFVTWUTD0, 5775809]
[paragraph, [43.0, 724.0, 512.0, 18.0], shoonya_4sXWGNFVTWUTD0, 5775809]
[paragraph, [43.0, 742.0, 512.0, 18.0], shoonya_4sXWGNFVTWUTD0, 5775809]
[paragraph, [43.0, 760.0, 512.0, 18.0], shoonya_4sXWGNFVTWUTD0, 5775809]
[paragraph, [43.0, 778.0, 512.0, 18.0], shoonya_4sXWGNFVTWUTD0, 5775809]
[paragraph, [47.0, 783.0, 519.0, 18.0], shoonya_3sIU2B2WUG3DWD, 5775809]
[paragraph, [47.0, 801.0, 519.0, 18.0], shoonya_3sIU2B2WUG3DWD, 5775809]
[paragraph, [47.0, 819.0, 519.0, 18.0], shoonya_3sIU2B2WUG3DWD, 5775809]
[paragraph, [47.0, 837.0, 519.0, 18.0], shoonya_3sIU2B2WUG3DWD, 5775809]
[paragraph, [47.0, 855.0, 519.0, 18.0], shoonya_3sIU2B2WUG3DWD, 5775809]
[paragraph, [47.0, 873.0, 519.0, 18.0], shoonya_3sIU2B2WUG3DWD, 5775809]
[paragraph, [47.0, 891.0, 519.0, 18.0], shoonya_3sIU2B2WUG3DWD, 5775809]
