[1447, 1063]
[folio, [433.0, 56.0, 193.0, 18.0], OA40BLtbLa, 5762435]
[paragraph, [93.0, 89.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 107.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 125.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 143.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 161.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 179.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 197.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 215.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 233.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 251.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 269.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 287.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 305.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 323.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 341.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [93.0, 359.0, 433.0, 18.0], M4btJthPeL, 5762435]
[paragraph, [537.0, 370.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 388.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 406.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 424.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 442.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 460.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 478.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 496.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 514.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 532.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 550.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 568.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 586.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 604.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 622.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 640.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [537.0, 658.0, 436.0, 18.0], shoonya_0sJ67Z6W81DZ2G, 5762435]
[paragraph, [89.0, 391.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 409.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 427.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 445.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 463.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 481.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 499.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 517.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 535.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 553.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 571.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 589.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 607.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 625.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 643.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 661.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 679.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 697.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 715.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 733.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 751.0, 436.0, 18.0], g_12LDthlF, 5762435]
[paragraph, [89.0, 769.0, 436.0, 18.0], g_12LDthlF, 5762435]
[section-title, [538.0, 696.0, 323.0, 30.0], yhsGnv3WVY, 5762435]
[paragraph, [537.0, 744.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 762.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 780.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 798.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 816.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 834.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 852.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 870.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 888.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 906.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 924.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 942.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 960.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 978.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 996.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 1014.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [537.0, 1032.0, 437.0, 18.0], k-RHpI3wAf, 5762435]
[paragraph, [87.0, 813.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 831.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 849.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 867.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 885.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 903.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 921.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 939.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 957.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 975.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 993.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[paragraph, [87.0, 1011.0, 436.0, 18.0], V3G4QMUQi6, 5762435]
[website-link, [627.0, 906.0, 270.0, 18.0], 60sYkRbanb, 5762435]
[paragraph, [91.0, 1053.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1071.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1089.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1107.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1125.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1143.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1161.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1179.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1197.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1215.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1233.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1251.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1269.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1287.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1305.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
[paragraph, [91.0, 1323.0, 435.0, 18.0], RyBYYCWX2S, 5762435]
