[1238, 765]
[folio, [317.0, 72.0, 164.0, 18.0], XO8sYXP7G3, 5770529]
[folio, [317.0, 90.0, 164.0, 18.0], XO8sYXP7G3, 5770529]
[folio, [317.0, 108.0, 164.0, 18.0], XO8sYXP7G3, 5770529]
[ordered-list, [387.0, 125.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 143.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 161.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 179.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 197.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 215.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 233.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 251.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 269.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 287.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 305.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 323.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 341.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 359.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 377.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 395.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 413.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 431.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 449.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 467.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 485.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 503.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 521.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 539.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 557.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 575.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 593.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 611.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 629.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 647.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 665.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 683.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 701.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 719.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 737.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 755.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 773.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 791.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 809.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 827.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 845.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 863.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 881.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 899.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 917.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 935.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 953.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 971.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 989.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1007.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1025.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1043.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1061.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1079.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1097.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1115.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1133.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[ordered-list, [387.0, 1151.0, 311.0, 18.0], UiDCV9kAd4, 5770529]
[sub-ordered-list, [388.0, 128.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 146.0, 303.0, 18.0], yKU30RanoT, 5770529]
[sub-ordered-list, [388.0, 164.0, 303.0, 18.0], yKU30RanoT, 5770529]
