[1818, 1374]
[folio, [490.0, 116.0, 397.0, 36.0], vEzs1czsCU, 5682722]
[paragraph, [192.0, 184.0, 451.0, 36.0], shoonya_4sXTEJUF0Y4UYM, 5682722]
[paragraph, [192.0, 220.0, 451.0, 36.0], shoonya_4sXTEJUF0Y4UYM, 5682722]
[paragraph, [704.0, 184.0, 559.0, 36.0], shoonya_2sFHWOABVO26A4, 5682722]
[paragraph, [704.0, 220.0, 559.0, 36.0], shoonya_2sFHWOABVO26A4, 5682722]
[paragraph, [739.0, 270.0, 274.0, 36.0], B96frutoHT, 5682722]
[paragraph, [190.0, 271.0, 481.0, 36.0], QOZnkSmj20, 5682722]
[paragraph, [190.0, 314.0, 379.0, 36.0], YQvw0-EOrR, 5682722]
[paragraph, [702.0, 314.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 350.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 386.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 422.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 458.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 494.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 530.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 566.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 602.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [702.0, 638.0, 562.0, 36.0], aQ1mz4fznu, 5682722]
[paragraph, [191.0, 355.0, 423.0, 36.0], gHjBE20ASt, 5682722]
[paragraph, [111.0, 440.0, 565.0, 36.0], shoonya_3s6NEIOO7WAIOS, 5682722]
[paragraph, [111.0, 476.0, 565.0, 36.0], shoonya_3s6NEIOO7WAIOS, 5682722]
[paragraph, [111.0, 512.0, 565.0, 36.0], shoonya_3s6NEIOO7WAIOS, 5682722]
[paragraph, [111.0, 548.0, 565.0, 36.0], shoonya_3s6NEIOO7WAIOS, 5682722]
[paragraph, [111.0, 584.0, 565.0, 36.0], shoonya_3s6NEIOO7WAIOS, 5682722]
[paragraph, [111.0, 620.0, 565.0, 36.0], shoonya_3s6NEIOO7WAIOS, 5682722]
[paragraph, [152.0, 696.0, 455.0, 36.0], heOTjs2a9d, 5682722]
[paragraph, [154.0, 739.0, 171.0, 36.0], -J2wKGgdiR, 5682722]
[paragraph, [700.0, 739.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 775.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 811.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 847.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 883.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 919.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 955.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 991.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 1027.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 1063.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 1099.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 1135.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 1171.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 1207.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [700.0, 1243.0, 569.0, 36.0], shoonya_1sRDFLD7NVXHR2, 5682722]
[paragraph, [108.0, 781.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 817.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 853.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 889.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 925.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 961.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 997.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 1033.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 1069.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 1105.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 1141.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 1177.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 1213.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [108.0, 1249.0, 569.0, 36.0], MAEm048SqR, 5682722]
[paragraph, [115.0, 1290.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1326.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1362.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1398.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1434.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1470.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1506.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1542.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1578.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1614.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [115.0, 1650.0, 562.0, 36.0], shoonya_0sHUCZ2MIJ5GC0, 5682722]
[paragraph, [698.0, 1291.0, 571.0, 36.0], K20raIFuP_, 5682722]
[paragraph, [698.0, 1327.0, 571.0, 36.0], K20raIFuP_, 5682722]
[paragraph, [700.0, 1374.0, 568.0, 36.0], QIjG2QZfqy, 5682722]
[paragraph, [700.0, 1410.0, 568.0, 36.0], QIjG2QZfqy, 5682722]
[paragraph, [700.0, 1446.0, 568.0, 36.0], QIjG2QZfqy, 5682722]
[paragraph, [700.0, 1482.0, 568.0, 36.0], QIjG2QZfqy, 5682722]
[paragraph, [703.0, 1626.0, 568.0, 36.0], xk3D6PvmWQ, 5682722]
[paragraph, [703.0, 1662.0, 568.0, 36.0], xk3D6PvmWQ, 5682722]
